"","X.GSM2184194.","X.GSM2184195.","X.GSM2184196.","X.GSM2184197.","X.GSM2184198.","X.GSM2184199.","X.GSM2184200.","X.GSM2184201.","X.GSM2184202.","X.GSM2184203.","X.GSM2184204.","X.GSM2184205.","X.GSM2184206.","X.GSM2184207."
"SDHD",11.60391007,11.40139684,11.40399553,11.75159793,11.50383783,11.66430594,11.71632697,11.46894302,11.74200155,11.5396125,11.43007319,11.29550159,11.40061578,11.70011119
"MACO1",10.59457662,9.816545063,9.773879387,9.713064971,9.47130689,10.49927619,10.62300277,10.49822596,10.55308288,9.486161265,9.731254685,9.933047686,10.00020377,10.66295923
"LDLRAP1",9.753600484,8.853347934,8.827252739,9.071940634,9.093532688,10.01283748,9.966084106,9.840780156,10.02354399,9.172822745,9.158513752,8.789053433,8.827828349,9.786213633
"MAN1C1",7.350536576,6.702518986,6.715188001,6.804360201,6.661191374,7.427981596,7.932512709,8.027181797,7.456355856,6.802450137,6.93720069,6.543288016,6.522768492,7.510583933
"SELENON",11.30428526,10.27825619,10.18860251,10.38201411,10.41177554,11.63263102,11.56478372,11.58876875,11.619827,10.26728893,10.27707803,10.19256614,10.23786037,11.27764248
"MTFR1L",10.92624729,9.957960658,9.921120404,9.80620847,9.827068339,11.00123937,10.95229463,10.91201559,10.87173353,9.88591804,9.892805057,9.973539632,9.972447436,10.90829971
"EXTL1",6.586243418,6.001448133,6.093173251,6.020868556,5.939427771,6.591753058,6.494454792,6.613908241,6.458339793,5.885951439,5.930285075,6.008983303,6.049233828,6.598225539
"PDIK1L",7.574362984,6.955824378,6.971350776,6.804878706,6.405019513,7.440289958,7.486708812,7.365328869,7.520222736,6.511152079,6.65153015,6.897435904,6.779846142,7.489690949
"FAM110D",8.260742326,7.574666019,7.693523172,7.607631262,7.59895396,8.122823398,8.079002403,8.231493392,8.111132502,7.659593642,7.58741155,7.662722609,7.468698824,8.275414193
"ZNF593",9.804930497,9.004063569,8.994564875,9.213174488,9.244598799,9.618517438,9.69159069,9.478143522,9.582498736,9.130123982,9.109012538,8.999401708,9.1146776,9.755585271
"CNKSR1",6.512030611,5.769959393,5.692141831,5.751749712,5.707238577,6.416783856,6.464325227,6.502109219,6.446352844,5.767122716,5.675743405,5.676556024,5.665019435,6.44106815
"CATSPER4",5.865961266,5.295410955,5.426893612,5.374034614,5.382076113,5.772891945,5.808859552,5.873613957,5.789984345,5.333788954,5.258191204,5.184892554,5.319202364,5.842689295
"CEP85",8.776163343,8.066454401,7.931951357,8.323953283,8.375081226,8.775113361,8.904142077,8.543773184,8.89600318,8.215506082,8.362863774,7.984734446,7.97847771,8.601724433
"SH3BGRL3",9.822327707,9.382913072,9.503124619,9.308252822,9.458274661,9.86843964,9.804794059,9.816921435,9.761039168,9.2980908,9.352782391,9.328650483,9.371504241,9.798757239
"CD52",6.730880627,6.175580216,6.38158604,6.316931013,6.198447377,6.714368371,6.73451614,6.83278413,6.732331536,6.212977551,6.210494181,6.109598587,5.987673621,6.643782415
"LIN28A",6.31649405,6.036022739,6.199191579,6.1905802,5.989075058,6.470370719,6.379778526,6.402002187,6.42184009,6.07546937,5.980541338,6.008293493,5.975499771,6.321623443
"DHDDS",11.70865343,11.17871799,11.16301295,10.77578822,10.77417867,11.27003757,11.47853605,11.44113538,11.28706403,10.70494104,10.74117185,11.11175842,11.14944121,11.70144653
"HMGN2",12.96484277,12.41744205,12.48789323,12.19835431,12.26555503,13.03659252,12.50729206,12.92181603,12.83675996,12.43569731,12.48185551,12.34589052,12.53101602,12.82349671
"RPS6KA1",7.917861958,7.20667687,7.213988409,7.912924085,7.996583806,8.577713625,8.572827268,8.344469428,8.417848499,7.783646073,7.708908067,7.493687109,7.413646258,7.969970257
"ARID1A",10.69689823,9.342511912,9.411243246,9.322583256,9.382677501,10.56560877,10.64882278,10.56987193,10.62449404,9.27124131,9.247508103,9.438676829,9.341184901,10.66389709
"PIGV",8.969706757,8.202557905,8.259738852,8.613624592,8.568967873,9.833406546,9.573387406,9.493897366,9.700525075,8.615701257,8.56867872,8.44254993,8.418312653,9.25487258
"ZDHHC18",10.48516748,9.634234889,9.528319651,9.615588699,9.524943055,10.38670179,10.3708204,10.49744587,10.18037784,9.346869542,9.527638991,9.455099381,9.510046742,10.44860143
"SFN",7.258803702,6.514967484,6.554694736,6.630160092,6.39097219,7.432062778,7.218768154,7.256609979,7.232583122,6.682047239,6.59864695,6.374854758,6.520271983,7.274360282
"NUDC",11.09285653,10.43918291,10.3465407,10.55167931,10.41676468,10.85197012,11.16997255,10.84654704,10.9220349,10.62162065,10.52123057,10.34370292,10.47969216,10.91793295
"TRNP1",9.076490516,8.334064684,8.311457232,8.389227662,8.400006983,9.334910417,8.957310472,9.102830384,8.96819376,8.431284274,8.382302388,8.133000115,8.242287894,9.102350252
"WDTC1",9.399443826,8.340514827,8.244529047,8.000793262,8.109048971,9.635459996,9.231982234,9.115868506,9.562592595,8.111478415,8.060979919,8.34953969,8.499034736,9.4057575
"TMEM222",10.99507358,9.751264034,9.693631696,9.703233897,9.818841041,10.7429875,10.73868792,10.46664906,10.58668688,9.688402916,9.830101085,9.786095978,9.869705697,10.89274569
"SYTL1",7.041953146,6.538765176,6.500873436,6.557330484,6.306515519,6.956640464,6.934082676,7.012825599,6.931168677,6.321299987,6.253989008,6.294313535,6.403084786,7.168205212
"GPR3",10.59743982,9.388438017,9.462685169,9.484834242,9.533813326,10.67439828,10.84626389,10.97405411,10.73153369,9.619182561,9.483248968,9.345033017,9.301775482,10.52740077
"FAM76A",9.773715757,9.519888999,9.444724658,9.294761187,9.307049235,9.718535327,9.90190047,9.836884271,9.806676179,9.26254446,9.396008729,9.481235221,9.383503417,9.795394684
"STX12",10.59259941,9.958535073,9.884530248,9.598812336,9.50089015,10.39196132,10.46230832,10.44328948,10.44826542,9.653196385,9.5763774,9.904635006,9.986765507,10.58309964
"PPP1R8",11.07496819,10.08696454,10.05551744,10.06452188,10.03560026,10.99469074,11.20654344,11.01276224,10.97299933,10.04008136,10.1208098,10.08939544,10.08328784,11.06266781
"SCARNA1",6.573204832,5.592752945,5.753592839,5.813062216,5.950766138,7.044232792,7.752656007,6.625702445,7.056916182,5.826822369,6.079603879,5.96015762,5.990827932,6.667036307
"THEMIS2",8.369888982,7.108026281,7.057971504,7.028295838,7.610132286,8.91407041,9.5148087,9.237103588,9.248504458,7.672482247,7.172311332,7.207082662,7.248382818,8.542869235
"SMPDL3B",6.571727481,6.046269253,6.09295933,6.079206421,5.840751916,6.609572292,6.580612182,6.683883663,6.564128986,5.962477967,5.932260705,6.053847629,6.059255416,6.635142162
"XKR8",9.480044216,8.240010605,8.230897458,8.315144694,8.347153545,9.718875861,9.617394102,9.618014118,9.71933637,8.485834442,8.408532672,8.089741583,8.267735731,9.713366263
"ATP5IF1",9.237376455,8.545664669,8.569205519,8.367250491,8.403191076,9.055199504,9.161555915,9.083003901,9.097568824,8.631347874,8.385332062,8.628372536,8.55217857,9.298116811
"SESN2",8.244383129,7.680327783,7.549053735,8.333823266,8.771604032,9.063735924,9.481347004,9.482102986,9.398853316,8.865128995,8.476563956,7.811116888,7.771216933,8.669845108
"MED18",6.593990459,6.373354263,6.286157854,6.608785321,6.490807286,6.673589605,6.774293569,6.635657174,6.802515645,6.583998602,6.707268547,6.454269888,6.425299701,6.620036576
"PHACTR4",11.83301459,11.2225394,11.29901223,11.06884666,11.13852027,11.70536095,11.56290027,11.75971431,11.71628481,11.06794048,10.95450738,11.15870306,11.22305374,11.76552591
"TRNAU1AP",9.724863255,8.977227705,8.74016988,8.941423334,8.773773644,9.740206571,9.388336886,9.00090344,9.613999643,8.689837614,8.788600069,8.756989407,8.87939726,9.617145723
"RAB42",5.532410549,5.074082696,4.869962278,5.035049045,4.920218931,5.889249105,6.051056594,5.692050884,6.057958063,4.940811188,5.310526368,5.171228099,5.062110385,5.75414484
"RNU11",9.561740593,8.69663548,8.535921154,8.452741472,8.515585783,9.132453498,9.476137361,9.325265834,8.978906738,8.593895662,8.584516072,8.880645434,8.928907561,9.646689778
"GMEB1",10.10610151,9.047842731,8.989969886,8.982342666,9.071434815,10.11304277,10.08607718,10.06806452,10.09426289,9.095516185,9.175943382,8.867657745,8.984743704,9.984475851
"YTHDF2",11.26475178,10.57495428,10.63210372,10.64792597,10.63460511,11.28795669,11.32217642,11.29047271,11.24667713,10.5682941,10.70906408,10.56899497,10.62494492,11.20522522
"OPRD1",7.395845256,7.184390301,7.31600746,7.117433994,7.049993069,7.317251188,7.269784468,7.424427605,7.247075275,7.108698854,6.912369165,7.113270962,7.122749454,7.426461127
"EPB41",7.37105861,6.715803889,6.853634317,8.891797061,8.807413757,9.497384151,9.025207635,8.852791185,9.663648502,8.769776775,8.886097334,6.869698586,6.834298575,7.420781051
"PTPRU",7.19665717,6.471855567,6.495462782,6.411836449,6.323944384,7.261073972,8.283111789,8.342932391,7.268116956,6.365311703,6.149123842,6.398567236,6.538101777,6.797940628
"MATN1-AS1",6.295577783,5.666684383,5.731816125,5.744487656,5.917956499,6.641924509,6.314099236,6.340569356,6.670402181,5.920907796,5.791515885,5.493256983,5.638461531,6.198615833
"ZCCHC17",10.06309669,9.165925619,9.231594325,9.339869181,9.375789356,10.20165261,10.33413568,10.3490063,10.17021682,9.462198913,9.481482906,9.302787415,9.29023907,9.987195866
"SERINC2",11.15151745,10.34258295,10.27729583,10.51519335,10.64805636,10.96179916,11.72706606,11.73941412,10.97107457,10.60862343,10.44119441,10.29168652,10.41768049,11.27444417
"TINAGL1",6.882423588,5.67972404,5.708970602,5.805677871,5.611665008,6.894736497,7.034228439,6.998843857,6.683921733,5.657803755,5.646423737,5.57304449,5.686262296,6.899616755
"HCRTR1",6.947695314,6.361228481,6.290848779,6.370009598,6.264035835,6.891377562,6.857921827,6.929847237,6.970683256,6.29698485,6.220802317,6.200526836,6.201361673,7.054206388
"KHDRBS1",11.24107809,10.46283085,10.43854223,10.61543214,10.33564746,11.34538808,11.20068684,11.20364433,11.21220856,10.35631575,10.69065189,10.32163189,10.45813291,11.23365329
"TMEM39B",10.03557647,8.927305104,8.826857314,8.949477069,8.889008392,9.712118883,10.03411634,10.12952432,9.63687857,8.619032847,8.990083291,8.710762567,8.743591118,9.90248278
"KPNA6",12.13559907,11.05056661,10.94393602,10.87965543,10.87177179,11.87306149,12.02676894,12.0652969,11.89542899,10.79578006,10.99964965,10.98685944,11.01313338,12.10059643
"TXLNA",10.8646319,9.9839069,9.890854367,9.799377956,9.76654966,10.6257137,10.7786351,10.59213039,10.66777956,9.808707153,9.909345732,9.948003019,10.00483084,10.88077676
"CCDC28B",7.312191334,6.646668402,6.643293003,6.341260393,6.424925131,7.220928574,7.106992294,7.208737268,6.995519972,6.574501759,6.564436574,6.517156362,6.702013691,7.340659483
"IQCC",8.052252612,7.599335207,7.658511823,7.579687073,7.433649717,8.206548535,8.076671642,8.099692293,8.114693204,7.388806677,7.52793969,7.509701005,7.483647286,7.993675931
"EIF3I",12.72585065,12.20661241,12.23241015,12.21678206,12.2104364,12.62251129,12.82071707,12.59692792,12.66713817,12.22222873,12.17052215,12.23415351,12.25798864,12.7724653
"FAM167B",7.101709806,6.66590839,6.876578639,6.662476866,6.65703127,7.489177206,7.385543836,7.497771188,7.363809579,6.602006857,6.638689621,6.692168366,6.655337034,7.15922672
"LCK",6.792685209,6.520362643,6.476979624,6.49811409,6.352033331,6.596716825,6.627348793,6.616303508,6.585273191,6.383336195,6.347360882,6.413624705,6.362050067,6.669277526
"HDAC1",11.90299075,11.30182243,11.2478116,11.67483938,11.56796127,12.19170561,12.21081757,12.11536938,12.12117349,11.61175369,11.71096798,11.35283614,11.31203534,11.95451397
"TSSK3",6.441704355,6.071203869,6.156920301,6.08868331,6.11063386,6.582921773,6.515402578,6.511933867,6.618345742,6.121048494,5.910147892,5.956844774,6.028837475,6.469520109
"RBBP4",12.6655146,12.0402403,11.91539063,11.94207404,11.78332171,12.54280604,12.67566141,12.67988533,12.63130281,11.82182689,11.84043485,11.90311635,11.9056312,12.61876217
"NHSL3",9.58638342,8.42920799,8.410482515,7.905202684,7.973836572,9.266329651,9.75264246,9.721197052,9.293748266,7.832543201,7.896689697,8.597013197,8.685244937,9.533648473
"S100PBP",9.581678567,9.545470387,9.439905274,9.403288379,9.373753739,9.701054779,9.996976782,9.981846551,9.748716023,9.287265179,9.380514239,9.501445397,9.44256949,9.668735466
"HPCA",7.396567217,6.852323937,6.799517251,7.020462409,6.75505498,7.659329052,7.50844766,7.62583071,7.459050889,6.822183651,6.856593067,6.702137301,6.798622322,7.41707705
"AZIN2",7.815172146,7.172684227,7.014508257,7.302139912,7.327941361,8.003466113,8.564581424,8.309080459,8.028544824,7.255269875,7.143642677,6.971562686,7.038751249,7.881206949
"ZNF362",10.41697113,9.015951079,8.748836731,6.545798831,6.67082996,9.191532167,9.091187048,9.152304872,8.960687982,6.75156424,6.785080195,8.706205391,8.890134873,10.13598439
"ZSCAN20",7.81392164,6.841145868,6.876840865,6.614688014,6.774812458,7.32345476,7.584535644,7.373679487,7.489018541,6.740806514,6.748718388,6.952856641,6.889038934,7.779574913
"HMGB4",5.407694141,4.931593516,4.971227518,4.887567786,5.038768286,5.318082548,5.318261979,5.312748223,5.454389634,4.991856714,5.011677998,5.013728197,4.863843442,5.426201752
"C1orf94",6.994452516,6.312295731,6.616974814,8.161277475,8.253373569,9.261897324,9.033671815,9.02005137,9.221295032,8.229062498,8.054112971,6.432548971,6.452203304,6.934076393
"GJB5",6.402648489,5.522281285,5.772563853,5.523262002,5.312055514,6.367626541,6.252526838,6.45472149,6.26514348,5.327069316,5.257450703,5.448100209,5.429227915,6.389009936
"GJB4",6.47990884,5.903820077,5.911742876,6.045516803,5.975524232,6.353737743,6.413279669,6.394535984,6.590514057,6.178973386,6.05726707,5.836543555,5.819675739,6.392253834
"GJB3",6.417221185,5.589884916,5.397489063,5.555473999,5.649920968,6.364115583,6.270032328,6.440512543,6.244203395,5.653844998,5.517945754,5.492283542,5.600092569,6.399163731
"GJA4",7.687039686,7.225988441,6.985692408,7.192044627,6.838965305,7.347912477,7.346019498,7.401695749,7.301879667,6.848441385,6.852835039,6.900430868,6.902513469,7.708032207
"ZMYM1",9.317493226,8.817123485,8.78910722,9.189793678,8.855096045,9.540294189,9.513793553,9.408866839,9.550661337,8.964277416,9.1721605,8.689128927,8.702440403,9.133417993
"ZMYM4",11.47721265,10.73865928,10.77551437,10.65363259,10.65985522,11.26064515,11.4318495,11.39996196,11.37694029,10.67258968,10.61569569,10.8412285,10.75675022,11.44206486
"NCDN",10.91289611,9.59570175,9.458163119,9.601817013,9.593801592,10.75021384,10.84708356,10.766822,10.76600598,9.516624758,9.529786439,9.577849949,9.619591942,10.94252438
"TFAP2E",8.979148271,8.338475523,8.313774844,8.301834861,8.203596525,9.013494826,8.858399196,8.949212069,8.714329269,8.163414939,8.230677167,8.207275137,8.138666306,8.961382395
"AGO4",8.097084494,7.415103926,7.601747235,7.168776054,7.234326563,8.534654012,8.127192733,7.911735036,8.549343007,7.124900283,7.220277733,7.410526845,7.68306846,8.125211693
"AGO3",9.261675207,8.58029667,8.545444377,8.455118966,8.598321452,9.121311902,9.323599254,9.388170212,9.266785072,8.507520556,8.504404563,8.845462352,8.752943815,9.486476606
"TEKT2",6.880364733,6.274445586,6.265677739,6.131667935,6.249556599,6.727927361,6.689494106,6.756826397,6.618649418,6.137078713,6.187700213,6.292205539,6.218357357,6.805157312
"ADPRS",9.27901038,8.460200932,8.313388845,8.534331344,8.483463061,9.059969749,9.326040105,9.086991283,9.047880822,8.440180132,8.582484195,8.426738285,8.493952855,9.136545719
"MAP7D1",10.27337933,9.211367612,9.231110451,9.004746363,8.995805466,9.871543949,9.986226686,9.904442607,9.813261943,8.988158872,8.95939472,9.131997482,9.163911702,10.17594963
"THRAP3",11.06298859,10.55182467,10.50050245,10.50067702,10.45585195,11.00907355,10.99432582,10.95925722,11.05769496,10.41419614,10.54649589,10.5009835,10.48374604,11.05827276
"SH3D21",6.536375143,5.80792299,6.085249545,5.704528373,5.79138371,6.417575112,6.46145826,6.574209265,6.400416982,5.686727159,5.637595985,5.870030974,5.888203023,6.570551089
"ZC3H12A",9.247235622,8.15904894,8.245792151,8.043301423,8.081387489,8.789332115,9.978297493,9.841618302,8.87808523,8.057230444,8.066892895,8.196520794,8.065610267,9.246056187
"DNALI1",7.999141558,7.362341787,7.409416692,9.024038365,9.079205278,10.24011745,9.718506201,9.598208433,10.2192124,9.029252986,8.844910603,7.60087321,7.577370984,8.1715709
"CDCA8",11.19191603,10.0525023,9.955077331,10.03565094,9.852949386,10.98420596,10.52311253,10.52050176,10.66007869,9.985636357,10.00272979,9.79024885,9.756710861,10.9068168
"MANEAL",9.87264611,8.975874626,8.829348909,8.815375116,8.754490387,9.736816746,9.454869789,9.346331099,9.734473535,8.749014386,8.864137037,8.83325894,8.989346217,9.93139132
"C1orf122",9.754900837,8.905028492,9.075871307,8.550142835,8.647095718,9.513836199,9.471845491,9.340635688,9.368229464,8.642080671,8.752743697,8.904275014,9.002347575,9.790886536
"UTP11",11.40768601,10.6603372,10.56948139,10.45978888,10.42208572,11.02784276,11.21507964,11.34030609,11.0006246,10.55066061,10.54636509,10.58893875,10.6705787,11.23315174
"AKIRIN1",10.9968221,10.40478347,10.40640601,10.45636747,10.50778428,10.76995814,11.04720261,11.05436721,10.74096458,10.5134017,10.44786649,10.53707001,10.48265224,11.01381332
"NDUFS5",13.02073765,12.68688109,12.71933726,12.65276754,12.67219398,13.05651511,13.04759979,13.09725496,13.04203722,12.71142762,12.65040249,12.76872592,12.74536509,13.00485776
"MACF1",10.1209015,9.698368689,9.780737377,9.908255692,9.994171319,10.41786022,10.65664839,10.63958406,10.60077251,9.884132779,9.878985073,9.892650512,9.599961175,10.25548322
"BMP8A",6.933589549,5.707115801,5.776265928,5.798691056,5.605311379,6.811614385,6.914947906,6.68880463,6.706307379,5.668556088,5.740783319,5.840422891,5.674552549,6.793075786
"PPIE",9.039164211,8.457880359,8.222977109,8.50887014,8.552248012,9.308201587,9.176309849,9.155834007,9.068030259,8.399389173,8.768157604,8.190763391,8.415531559,9.179637627
"MFSD2A",10.74300201,10.33340301,10.32031192,10.44563555,10.75494629,10.54104158,11.52625508,11.48139171,10.7053659,10.66935963,10.432679,10.49344504,10.43205972,10.885545
"CAP1",13.24123407,12.36817704,12.29166379,12.02806772,12.05208466,13.11057646,13.18003414,13.14216648,13.11011529,12.07501929,12.11114648,12.29628221,12.33858188,13.22575015
"RLF",10.60147166,10.00591506,9.971154012,9.73857,9.908959302,10.33031895,10.52457347,10.54740046,10.5336854,9.868338081,9.789289663,10.12162547,9.987307142,10.60822566
"TMCO2",5.201666908,4.745224052,4.802306858,4.824019986,4.771897061,5.163402031,5.203898444,5.15427854,5.138124023,4.750298051,4.767184211,4.738127412,4.863133767,5.16891683
"ZMPSTE24",12.28241565,11.72838393,11.67742587,11.58912506,11.45748748,12.04881523,12.0433379,12.10946705,11.98199716,11.50486824,11.67405336,11.72186108,11.69803304,12.24742949
