"","X.GSM2184194.","X.GSM2184195.","X.GSM2184196.","X.GSM2184197.","X.GSM2184198.","X.GSM2184199.","X.GSM2184200.","X.GSM2184201.","X.GSM2184202.","X.GSM2184203.","X.GSM2184204.","X.GSM2184205.","X.GSM2184206.","X.GSM2184207."
"OR10R2",4.749430299,4.191104257,4.204257245,4.232414335,4.261547438,4.754114094,4.811345037,4.79796722,4.737126761,4.25160392,4.226154497,4.297875782,4.178335732,4.746489898
"OR10R3P",4.828696535,4.430562001,4.495316497,4.342823599,4.427335699,4.854890511,4.828319339,4.93829716,4.862413556,4.372662803,4.325666025,4.456786079,4.353960491,4.823527996
"OR10Z1",5.737234874,4.975536999,5.11738732,5.213571213,5.013698373,5.614404227,5.646527287,5.820346105,5.652211824,4.974388361,4.938542622,5.051143213,4.972103608,5.708371214
"OR6K6",6.054910914,5.063324823,5.393521899,5.195742155,5.249514412,6.003498072,6.125134351,6.210888796,6.133977025,5.144564067,5.280732193,5.06078559,5.107464462,6.11450697
"MNDA",4.928167021,4.340156452,4.328844044,4.403192565,4.364978585,4.953456694,4.963456501,4.935065285,5.033701477,4.323530633,4.301088718,4.333900372,4.379959781,4.972273094
"PYHIN1",5.532250779,5.046639583,4.999819932,5.025336664,4.982669033,5.601665952,5.631259682,5.666588909,5.580500335,4.956303377,4.922925939,4.831306993,5.003871228,5.557575
"IFI16",11.5536721,10.87221705,11.01296545,10.66768224,10.87162512,11.28709061,12.0034545,12.03463753,11.54281285,10.80748118,10.64980757,10.93796686,10.99735855,11.58749987
"CADM3",9.505244814,8.536745574,8.597212106,6.99190515,6.664617286,7.067397492,7.285334792,7.206728312,6.869418363,6.618889337,6.807293374,8.74706472,8.782568421,9.422018877
"ACKR1",7.132093675,6.769075141,7.087183548,6.176552869,6.277137483,6.114745614,6.126102179,6.181012981,6.139616241,5.99436981,6.101929121,7.057077086,7.007800342,7.189694651
"FCER1A",5.316949221,4.640746142,4.693424442,4.687014032,4.794363082,5.218146012,5.337864025,5.252489337,5.275742049,4.725894619,4.625178876,4.613538505,4.704972813,5.372491776
"OR10J1",5.57016955,4.888990996,4.869477846,4.794710322,4.8492239,5.546851859,5.638963226,5.652866183,5.65407117,4.80568225,4.886191306,4.785713677,4.868993567,5.650820256
"APCS",6.075270912,5.301229231,5.290871795,5.307608484,5.323175688,6.103757441,5.926971245,6.013848004,5.99768396,5.442933566,5.255530719,5.287425132,5.319563466,5.992094947
"DUSP23",10.72018881,10.22346174,10.34770845,9.587302299,9.550346326,9.930734496,10.82180075,10.73846484,9.971855006,9.582404528,9.66309453,10.30682495,10.32960865,10.71308991
"FCRL6",6.361598775,5.843555047,5.849758492,5.865775023,5.867076915,6.226271909,6.246899033,6.267139644,6.194449806,5.737794309,5.872033946,5.773228706,5.708728312,6.253637322
"SLAMF8",6.280994422,5.960516879,5.880495661,5.815163772,5.765646127,6.285271656,6.19073353,6.366002406,6.056562837,5.73790597,5.719211585,5.806969359,5.631104747,6.591180886
"KCNJ9",6.852895968,6.521031295,6.404524694,6.36088948,6.149807724,6.895789177,6.842310427,6.836412485,6.62367808,6.23869192,6.187517511,6.24563276,6.263383608,6.889988177
"ATP1A2",6.84599457,6.354386614,6.390989619,6.437586762,6.494835907,6.767261545,6.68386127,6.791868782,6.934756784,6.437482679,6.519821983,6.403911686,6.382589482,6.780087019
"ATP1A4",5.811949324,5.180933775,5.189328561,5.206735279,5.17315407,5.770148446,5.733085112,5.789937189,5.835289349,5.150063648,5.109127692,5.0831929,5.204539648,5.770619001
"CASQ1",6.324325645,5.472034854,5.597664864,5.590435833,5.496503463,6.101310287,5.956515858,6.000565344,6.058098135,5.511908373,5.483514314,5.368678382,5.484052357,6.151357989
"PEA15",13.15366794,12.42861027,12.51376528,12.05361136,12.24444433,12.7277089,13.01413137,13.02188522,12.81978497,12.27559943,12.11737885,12.48082311,12.48750619,13.12854416
"SUMO1P3",5.545738617,4.891961115,4.897368979,4.887975718,4.895272612,5.742275189,5.443324825,5.707512923,5.9196815,5.074664608,4.910322783,4.82420077,4.949569868,5.201293644
"NCSTN",11.89365363,11.09350645,10.99207138,10.60487126,10.6270364,11.52008992,11.65210795,11.55109547,11.59997161,10.5324671,10.48058065,10.99750503,11.06949138,11.85028514
"NHLH1",6.41414459,6.303282623,6.256532624,6.31915086,6.267141985,6.306215765,6.273280742,6.349973723,6.37236251,6.321838068,6.114097674,6.084683254,6.148125426,6.360305012
"VANGL2",6.488610849,5.375642791,5.573897943,5.513184921,5.276837024,6.254767176,6.194264321,6.282860671,6.166497087,5.374297547,5.447583234,5.370047055,5.361001988,6.502330982
"SLAMF7",4.941226959,4.661344696,4.675221903,4.572031977,4.576303688,4.931145702,4.963545792,4.916474212,4.962203585,4.570343386,4.550192081,4.584717681,4.690608485,4.923101208
"LY9",6.463381456,5.841965439,5.81825739,5.820479692,5.653507853,6.342008121,6.246883922,6.401379777,6.378610532,5.708943895,5.644754492,5.676056712,5.810920922,6.281823435
"KLHDC9",5.614948291,4.871210041,4.920259142,5.002451873,4.756505571,5.590734441,5.589821507,5.532893585,5.645677169,5.000667675,4.941026754,4.859834119,5.006666485,5.677450958
"NIT1",8.95939339,8.005513908,7.795004792,7.965589693,7.902785872,9.119234828,9.011508481,8.720058813,8.982792913,8.003340353,7.864820824,7.910284575,7.894369945,8.958055054
"UFC1",13.03261087,12.56335659,12.49366957,12.33094182,12.27227073,12.86571173,12.8454901,12.81103033,12.89081984,12.34476286,12.22870973,12.52312668,12.56445951,13.00780276
"USP21",10.08545094,9.296936576,9.351197032,9.265223389,9.300897048,10.21239557,9.995224929,9.980805008,10.11827044,9.255347612,9.255927763,9.241231895,9.228498752,9.975262716
"PPOX",7.090084549,6.296598916,6.259863542,6.311115341,6.276706687,7.167426744,7.182136222,6.975391333,7.272213538,6.242555196,6.23244291,6.277003232,6.252059177,6.993962061
"NDUFS2",11.50891453,11.42528895,11.3651043,11.30111677,11.28107146,11.65161898,11.34885723,11.55280629,11.48094081,11.22272343,11.33158195,11.29952462,11.34833143,11.4943814
"FCER1G",6.932999212,6.409773648,6.345911936,5.870595552,5.645591202,6.173043851,6.357682659,6.324614886,6.157291721,5.515498312,5.536185711,6.505663951,6.379158953,6.74158832
"TOMM40L",8.904446935,7.849939514,7.900636787,7.716166509,7.59760206,8.571912914,8.632828481,8.473189148,8.641817986,7.674641549,7.767125942,7.739620079,7.830352237,8.768073431
"PCP4L1",7.47216388,7.086615447,7.245545936,7.141920712,7.206691488,7.453052098,7.58013452,7.53922929,7.560906384,6.882005007,6.81692865,7.201705323,6.991674202,7.484148942
"FCGR2A",4.688500263,4.118386995,4.234249918,4.39305638,4.314145481,4.972057707,4.801718731,4.763422164,5.149262738,4.525361864,4.452081108,4.111786336,4.178809664,4.888317875
"HSPA6",6.710008968,5.767150917,5.973954787,5.832913878,5.828690687,6.812810687,6.900998927,6.795756974,6.728243026,6.087724879,5.85855062,5.651782818,5.719804508,6.731833372
"FCGR2B",5.32567783,4.825523276,4.866028351,4.788317717,4.846256765,5.271994835,5.420421324,5.236538734,5.315351122,4.981770523,4.984777258,5.085958936,4.896671151,5.417057413
"FCRLA",5.704100131,5.143921065,5.031496208,5.282832913,5.205968851,5.639652919,5.655379216,5.557379688,5.627850455,5.131622056,5.013876214,5.160203362,5.259494809,5.592755604
"FCRLB",7.53311851,7.320774315,7.062643476,7.377642156,7.258002068,7.368566778,7.410813087,7.741916419,7.395519183,7.342921603,7.37267523,7.220117118,7.274959775,7.440665621
"DUSP12",9.929775371,9.328021461,9.140073047,9.187254018,9.212889194,9.716781433,9.780983707,9.590897911,9.738565565,9.232608859,9.339521558,9.184528238,9.275903258,9.879405201
"ATF6",11.87017869,11.04439465,11.03936344,10.66883067,10.68990778,11.37216372,11.60455795,11.55158035,11.45160286,10.62669017,10.6493393,11.05613165,11.0371945,11.8542105
"NOS1AP",7.437506231,6.58339237,6.566455351,6.599326639,6.457889702,7.473048212,7.421999737,7.539305262,7.376288127,6.40535068,6.399107113,6.412655638,6.480320049,7.439450722
"UHMK1",10.87054801,10.52989524,10.38905143,10.41054759,10.28812249,10.87168023,10.99623622,10.99466747,10.93989762,10.35013735,10.64471506,10.47238324,10.42648116,10.9905558
"UAP1",11.35078813,10.79935738,10.76545961,11.21632697,11.17009837,11.68429816,11.44271318,11.54488182,11.75791861,11.2128614,11.22474973,10.79923383,10.79776092,11.33671712
"DDR2",11.9860022,11.31418503,11.41273627,10.98033235,11.03859957,11.7544739,11.95440226,11.92502212,11.89667411,10.92294475,10.90055731,11.5228079,11.4369652,12.10838815
"RGS4",9.320289458,8.365800239,8.50897165,10.26826736,10.15756439,11.82371252,11.22297801,11.32628341,11.68775799,10.1454411,10.15199358,8.647742844,8.654092403,9.446162025
"NUF2",10.80877984,10.22088517,10.16634807,9.912883996,9.825747323,10.7411542,10.34818812,10.42696533,10.57146817,9.90819637,10.01353348,9.903225754,9.922250321,10.53422339
"PBX1",9.912447209,8.352653758,8.229507375,6.151003394,6.144952706,7.132380962,9.53651569,9.512322005,7.294835965,6.195080444,5.995158608,8.441338232,8.400539581,9.763742057
"LRRC52",5.812268566,5.057409355,5.018368055,5.107052569,4.941547235,5.708597899,5.720656428,5.76363709,5.583691356,5.055816503,4.894481151,4.923989879,5.017840544,5.842215293
"MGST3",12.53549289,11.93172876,11.74433826,11.43516202,11.42136216,12.49803269,12.40169213,12.36245387,12.42192065,11.43331609,11.60861194,11.74521676,11.89615523,12.41278606
"LOC440700",5.551553328,4.935672626,5.040467422,4.881919334,4.966988916,5.441878641,5.367615602,5.430895631,5.583493459,4.752282973,4.713444026,4.825361243,4.921495892,5.561208686
"UCK2",11.8426437,11.09408891,11.0636378,11.3096409,11.27953723,11.80594757,11.99793304,11.8851101,11.7977984,11.27083849,11.34403948,11.10223546,11.138925,11.86276841
"FMO9P",5.894136125,5.06814124,5.201598997,5.326196151,5.190937794,5.853375153,5.82660859,5.824179766,5.883036645,5.08610517,5.320528307,5.253381895,5.164887287,5.873078587
"POGK",10.40321186,9.591071263,9.544833176,9.437896389,9.36969763,10.23169673,10.39125308,10.22700608,10.31903385,9.34551889,9.286724433,9.624721947,9.57105982,10.46821378
"MAEL",4.997483628,4.420931696,4.508036863,4.39301088,4.417170413,5.042952306,4.918203526,4.979588903,4.940684392,4.433999105,4.34359504,4.379955297,4.648198194,4.975966654
"STYXL2",6.325137051,5.834359709,5.887314724,5.995331534,5.787668641,6.407867516,6.284120699,6.339763402,6.394342979,5.718021644,5.979063541,5.724520167,5.734033052,6.387420472
"POU2F1",10.43235424,9.56326518,9.648016335,9.78391698,9.915538262,10.5337322,10.52153211,10.61613044,10.62654679,9.728216758,9.709445684,9.721452721,9.523331572,10.36568312
"RCSD1",7.069881624,6.55947984,6.567356443,6.563469482,6.235444256,7.236884847,6.991211554,7.090541895,7.007763335,6.230462941,6.387199618,6.367125592,6.345215248,7.076168817
"MPZL1",11.295441,10.84458219,10.75472044,10.64930396,10.57764797,11.21256023,11.31880663,11.27625274,11.22662102,10.54527471,10.68850035,10.81792629,10.80613866,11.35019511
"DCAF6",11.18822899,10.5644585,10.47007472,10.13124522,10.07121837,11.19875351,11.23731271,11.14978144,11.20796656,10.05707168,10.16726599,10.40483241,10.5298203,11.29018532
"TIPRL",10.59640532,10.2321071,10.14238029,9.75819558,9.797407371,10.32445921,10.43394761,10.4175252,10.29689762,9.787568802,9.92336365,10.14051431,10.06514476,10.50651445
"SFT2D2",11.79520626,11.03718252,11.06864061,10.9409073,11.01865383,11.53725832,11.42070223,11.60079621,11.63917116,10.95716165,10.8932105,11.27063416,11.10353386,11.64434223
"TBX19",7.264094555,6.498814583,6.718907295,6.184447174,6.486477826,7.325868758,7.219857481,7.242458092,7.218221328,6.281005942,6.202999602,6.557418419,6.41607112,7.273425492
"ATP1B1",11.26950089,10.35311059,10.17054095,9.221464867,8.869285143,10.06683212,9.313630395,9.085408849,10.12933097,8.860995139,9.185244957,10.21195612,10.37751703,11.12230505
"BLZF1",11.91462158,11.35151722,11.36338837,10.86408321,10.94801708,11.36195387,11.73457123,11.70871313,11.41618068,11.00074231,10.90376381,11.60683125,11.47600513,11.92948832
"FIRRM",9.502268017,8.731415142,8.758195817,8.563463056,8.437033975,8.974947534,9.304440141,9.233653773,9.066526342,8.505407708,8.433423098,8.665145836,8.670471086,9.347022146
"GORAB",9.447004236,8.878602731,8.700249476,8.628786567,8.656807375,9.103923836,9.454035161,9.354213652,9.321036889,8.609150793,8.75334448,8.99841974,8.67058093,9.487488091
"PRRX1",12.87232432,12.25239618,12.24834095,11.96092457,12.01933627,13.13002024,13.19255762,13.19727018,13.15314777,12.04066259,12.0541215,12.3447968,12.34789539,12.99498771
"MROH9",4.912922991,4.341348256,4.261553366,4.30393536,4.440779608,5.034409954,4.938091079,4.948189385,5.059269228,4.436733147,4.37423562,4.350340138,4.434312153,4.963484698
"FMO3",5.310761448,5.127720919,5.025995586,5.448529407,5.375041672,5.693575354,5.276211196,5.107454656,5.890560503,5.634769935,5.495118686,5.03066359,5.245636771,5.258808566
"FMO6P",5.428240102,4.905050335,4.776278018,4.78650579,4.738412753,5.370891291,5.316798571,5.380194556,5.322170561,4.732247396,4.802054931,4.833732951,4.811906435,5.409828506
"FMO2",5.505314267,4.943549627,5.043372909,5.197196173,5.014558845,5.415572833,5.252764219,5.48829161,5.368594559,4.94258139,4.94766105,4.809205029,4.989025731,5.426023214
"FMO1",5.004139121,4.591710646,4.71336351,4.57922663,4.433455099,4.839143867,4.85531425,4.851880309,4.846912723,4.472683434,4.536315818,4.530369024,4.726729986,4.9983436
"FMO4",7.923141636,7.159810459,7.191505155,6.538863736,6.766634471,8.159371077,8.117108394,8.07086675,8.300561051,6.845561604,6.454610083,7.361209827,7.526767806,8.178287629
"PRRC2C",12.00887515,11.27403968,11.30996459,11.33402907,11.40355212,11.80838026,12.0468284,12.07973744,11.99672106,11.28265716,11.31718988,11.38371097,11.2625213,12.05969864
"METTL13",9.836646397,8.922984408,8.948915258,9.096973014,9.016265271,9.74766131,9.912839872,9.692936275,9.763318518,8.98412343,9.154309371,8.976001567,9.069224244,10.01353973
"DNM3",7.526842144,6.588322671,6.772139176,5.602937455,5.628058816,6.112675039,6.655789,6.514294508,6.143728756,5.410507609,5.472596457,6.800114843,6.703372468,7.341617066
"C1orf105",5.134921516,4.743095623,4.754272857,4.784395493,4.858862546,5.184749106,5.190873865,5.231064119,5.205399933,4.756116938,4.803361354,4.733742012,4.762811251,5.194952253
"SUCO",9.502171967,9.087104779,9.074875579,8.830662674,8.741835355,9.294362043,9.460216291,9.399966821,9.362823282,8.758097264,8.794893367,9.223554897,9.065004235,9.541768128
"FASLG",5.793210326,5.389365275,5.482492269,5.527363525,5.259424172,5.798922275,5.729565533,5.768823429,5.805154869,5.423103485,5.342504637,5.367970263,5.46443977,5.851555791
"PRDX6",12.34116379,11.75228514,11.78217897,11.88697889,11.9475487,12.5202129,12.29702773,12.33454362,12.44719003,11.98770972,11.97381169,11.75356617,11.76902345,12.30607878
"KLHL20",10.32667668,9.81491993,9.6455775,9.69193576,9.599636972,10.11945834,10.31742511,10.25549318,10.2277562,9.616500684,9.656960782,9.801503287,9.739252002,10.31383136
"DARS2",10.89200631,10.27010646,10.30746613,10.44492083,10.41916748,11.06278117,10.86399142,10.86645197,11.07672988,10.32899954,10.4645891,10.30137701,10.27263759,10.83351755
"ZBTB37",7.730799051,6.659285424,6.637627897,6.237932404,6.430147076,7.292175496,7.562425943,7.382239165,7.635295836,6.264106193,6.337555778,6.697185044,6.509801333,7.67202348
"RABGAP1L",7.634114502,7.270441539,7.341570057,6.589011504,6.685130835,7.406194435,7.550242533,7.515055662,7.454231414,6.705008177,6.588304662,7.279836152,7.427035665,7.698122505
"GPR52",5.571390295,5.291113121,5.511272886,5.121072512,4.99834623,5.576559477,5.579320178,5.586916224,5.456301401,5.104803414,5.074380085,5.426199987,5.22886694,5.615295025
"TNN",6.208165542,5.596452871,5.554333061,5.578009999,5.612017462,6.184355747,6.066704326,6.279144679,6.066107281,5.645718148,5.582042342,5.555310188,5.510896288,6.054509814
"LINC01657",6.042912955,5.480564667,5.49402687,5.796969828,5.384545121,5.885218989,5.771299731,5.982889329,5.790470854,5.323993134,5.405572349,5.498514271,5.563106603,6.080209914
"PAPPA2",5.808468351,5.516368188,5.595447232,5.361282636,5.366478189,5.789237814,5.800291931,5.81717531,5.836486931,5.360680432,5.266098291,5.305308407,5.211812798,5.828502003
"BRINP2",5.799624239,5.035897709,4.973239874,5.023970146,4.963921918,5.735786067,5.770163849,5.927053725,5.652259574,4.776396024,4.816563601,4.899844117,4.947006008,5.541635125
"RASAL2",10.20007632,9.575119412,9.540276284,9.458599016,9.542496149,9.981373336,10.05133993,9.958776346,10.22303578,9.394068581,9.275283921,9.664857347,9.635674766,10.36024084
"TEX35",5.066400407,4.409338038,4.488288458,4.478066629,4.360479645,5.059491904,5.051528551,5.043133779,5.031471301,4.440245402,4.440789812,4.383414183,4.419913017,4.988012605
"C1orf220",6.931082832,6.244410077,6.239353295,7.0180579,6.921920582,7.255469724,6.909201551,6.703267555,7.585649661,6.919112767,6.935900792,6.44089387,6.344389016,6.924048894
"RALGPS2",9.845648401,9.153010093,8.884008151,9.634158188,9.717935412,10.7755543,9.925876329,10.10575402,10.90197563,9.85653566,9.676056762,9.191998934,9.110876835,9.906242215
"FAM20B",10.28312053,9.675666178,9.68203685,9.628848592,9.506761429,10.09183124,10.10795848,9.956826862,10.01454276,9.396538053,9.640534216,9.608635787,9.680333652,10.27182288
"TOR3A",9.681831466,8.761929204,8.55214494,8.736891534,8.543714659,9.359287762,9.253406401,9.207822164,9.01099306,8.363620523,8.919476637,8.491977153,8.593712965,9.4365303
"SOAT1",11.44977962,11.21263057,11.15276226,11.38639233,11.32831409,11.56897908,11.70392921,11.64493803,11.83129609,11.39883729,11.39587076,11.23891349,11.20883324,11.63610678
"AXDND1",4.875320252,4.401464084,4.348004705,4.369266185,4.342292762,4.833770145,4.933150152,4.880709559,4.953193634,4.361323836,4.467085119,4.372229164,4.457765997,4.842815171
"TDRD5",5.19664988,4.514770908,4.520543134,4.672399479,4.58053973,5.294959753,5.234483825,5.286560792,5.277178184,4.629055266,4.547530417,4.561112886,4.527474235,5.298272474
"FAM163A",5.606735959,5.300656168,5.285656174,5.264489701,5.283454753,5.498416266,5.423041323,5.452674561,5.417289877,5.220047671,5.10934667,5.219662872,5.368578936,5.401186626
"TOR1AIP1",11.56833007,11.08248412,11.09594337,10.99551324,10.89950928,11.39275019,11.35327942,11.43921953,11.38826424,10.85802857,10.92911532,11.09423011,11.08269435,11.57324555
"CEP350",9.959580948,9.212383421,9.239267401,9.243200279,9.243281998,9.943026265,9.9831437,9.898226998,10.12537018,9.031700652,9.204390261,9.353001276,9.191389985,9.967636751
"QSOX1",10.74660303,9.775108919,9.75843425,10.08848268,10.05238949,10.90996584,10.69666802,10.60338302,10.9282908,10.0911545,10.17524785,9.880715556,9.866964907,10.83253407
"LHX4",6.511272434,5.960720778,5.992158687,5.984856647,6.040235391,6.394597699,6.397924283,6.33741664,6.223014354,6.059584324,6.029549137,5.974272239,5.803687922,6.482859293
"XPR1",10.09304003,9.814550255,9.858029351,9.998968229,9.884226146,10.19139019,10.28473604,10.22477718,10.22759331,9.802592821,9.928622605,9.865876326,9.81886888,10.14711854
"KIAA1614",7.556625833,6.779183018,6.765081313,6.731435185,6.574304389,7.370697088,7.227935551,7.285350661,7.259210143,6.597438969,6.7020539,6.779447115,6.639624433,7.341033322
"MR1",8.489196772,7.658787206,7.529409212,7.923021454,8.125035661,9.119294187,9.340205241,9.230313505,9.154801286,8.1368437,7.952242089,7.952761532,7.819931812,8.555065756
"IER5",9.113697561,8.215044369,8.286358324,8.885310873,8.689097444,9.60885821,9.414993749,9.454724896,9.449183104,8.7820616,8.812944442,8.089793359,8.247581453,9.240304751
"LINC01699",5.859852501,5.11910339,5.257150365,5.261282537,5.346122727,5.968249782,5.865397099,5.873748938,5.96403146,5.200888106,5.295878934,5.160710756,5.215073711,5.788620659
"CACNA1E",6.116952333,5.480290281,5.56382021,5.622820803,5.536609166,6.091428154,6.004447082,6.030587433,6.01765439,5.449718376,5.536609166,5.562444821,5.488625848,6.128049898
"LINC00272",5.38414263,4.832095736,4.758431452,4.749845773,4.843697342,5.377510555,5.378392783,5.453745224,5.382010216,4.759621848,4.865306851,4.75022776,4.760224737,5.311788431
"RGSL1",4.880645352,4.531149989,4.548706044,4.5252232,4.461635463,4.964683384,4.877859534,4.963923738,4.925988006,4.605310087,4.652284161,4.554410079,4.599154287,4.958593174
"NPL",6.554776583,5.743794571,5.860767804,5.295928895,5.118502217,5.832592181,6.696286897,6.491156141,5.843404159,5.226502291,5.241011211,5.840973351,5.894280969,6.565908645
"DHX9",10.81804279,10.17801729,10.10548859,10.31617475,10.17045156,10.71816724,10.81637959,10.76210597,10.79328528,10.16826294,10.35276,10.19868794,10.14778415,10.86745051
"LAMC1",12.20341283,11.74439733,11.65260434,10.92692708,11.01938597,11.29579433,12.17436705,12.10001942,11.52762209,11.0304036,10.9165326,11.73933809,11.72425953,12.25265982
"LAMC2",6.104879019,5.789632431,5.639951636,5.791388535,5.944728512,5.924839208,6.192006174,6.160111129,6.124017845,5.807911549,5.682880775,5.840928826,5.751626662,6.143545822
"SMG7",11.28884764,10.55982258,10.57943558,10.66692517,10.76047108,11.23369657,11.47369534,11.53170274,11.35611115,10.67137294,10.55043019,10.61027511,10.60946104,11.40131805
"RGL1",10.07926163,9.40525328,9.466501684,8.891574589,9.012433312,9.4125536,10.48453991,10.299523,9.679869134,9.015817922,8.827933737,9.556632187,9.589617986,10.1221499
"TSEN15",10.36932341,9.752240032,9.747791137,9.655598567,9.458012212,10.03875916,10.29945798,10.31274853,10.04247252,9.442515816,9.635423946,9.596565232,9.635189689,10.31403392
"C1orf21",9.644545591,8.800799534,8.678853635,6.165224333,6.577591617,7.220724536,10.52102025,10.37092526,7.221777178,5.961523926,6.183514416,8.642921426,8.793518495,9.676121226
"RNF2",10.75768282,10.09896019,10.07020472,10.01654375,10.01829493,10.57622326,10.80783467,10.88852954,10.61348527,10.08794284,10.03085154,10.14731195,10.0981866,10.63773405
"SWT1",7.272794993,7.102327465,6.869920899,6.719586062,6.780911684,7.397910077,7.630966327,7.560138306,7.717220066,6.829626759,6.736390863,7.156401969,6.920704336,7.261107628
"HMCN1",10.56471687,9.755390956,9.85610014,5.328467946,5.413785425,5.8416072,9.69365121,9.692008546,6.009369909,5.320383994,5.183110079,9.786701427,9.612683018,10.53261034
"PRG4",5.345203445,4.775490559,4.849596072,4.681941516,4.661617883,5.286458495,5.439376273,5.414120777,5.384450511,4.783101709,4.729052489,4.70019994,4.743581037,5.327220985
"ODR4",8.806651455,8.811347699,8.689284779,8.858821562,8.692067686,8.757084497,8.990742315,8.952058174,9.034964662,8.765861335,8.73679856,8.803983723,8.818184358,8.958879576
"PLA2G4A",8.285945739,7.952133041,7.89876361,5.026369617,5.281097916,7.186571417,9.978849323,10.02257664,7.700023053,5.239233349,5.277526966,8.132278406,8.043663086,8.531120673
"ERVMER61-1",5.190891367,4.681093224,4.608273432,5.368402463,5.675831346,5.276092326,5.23467303,5.133717252,5.370765264,5.289383582,5.674019228,4.715214221,4.664230763,5.255970105
"RGS18",4.651359153,4.176277363,4.089061546,4.169299098,4.131455487,4.578989528,4.666336935,4.650468046,4.643510031,4.201010075,4.096667274,4.159578675,4.217603578,4.659089465
"RGS21",4.975818675,4.58513893,4.570906128,4.625264597,4.609590395,4.88235811,4.984260105,5.004593336,4.989021034,4.606681937,4.572686699,4.543810518,4.51249064,4.997408684
"RGS1",4.802877719,4.218878836,4.180976521,4.306613027,4.176476844,4.839536794,4.808370725,4.856817167,4.790231531,4.200788365,4.233931243,4.190210661,4.217349787,4.797112412
"RGS13",5.14420941,4.785778617,4.604971539,4.795875882,4.782960684,5.1578343,5.146170612,5.193093823,5.175030224,4.781956438,4.86135937,4.654891454,4.829772687,5.177072481
"RPS27A",12.29908492,11.99261887,11.82772304,12.00918248,11.93259602,12.34894565,12.44252117,12.25716771,12.45572533,11.98474454,12.06013008,11.90255564,11.97842805,12.34868132
"RGS2",7.695529835,6.981115969,7.089082597,6.056493427,6.246941441,7.952114882,9.35319591,9.222607997,8.314018751,6.400845636,6.009553445,7.162805952,7.175363012,7.827176306
"RO60",10.65739943,10.34570743,10.42375948,10.47560256,10.44983783,10.72840925,11.04489846,11.16102402,10.95708381,10.52050253,10.52586618,10.4423802,10.40131945,10.84216654
"CDC73",11.02740919,10.50049611,10.52832123,10.30242823,10.28129033,10.86712647,11.01836872,10.97309459,10.95886205,10.33121955,10.32879738,10.50089072,10.51797917,11.05235497
"CFH",7.806482614,6.815215496,7.056350041,4.722452545,4.702576915,5.488138687,7.060422401,6.933538684,5.506392124,4.61387032,4.695073946,7.283574509,7.288944272,8.072230464
"CFHR3",4.624790637,4.167756995,4.099466382,4.030927739,4.031552884,4.57345704,4.640811586,4.613822373,4.669332753,4.028203152,4.013284207,4.029480033,4.107633002,4.704385462
"CFHR1",5.471567911,4.79693652,4.939453674,4.664739424,4.701193673,5.270724261,5.426283257,5.500643906,5.34468345,4.760595423,4.618646748,4.730008529,4.918612452,5.414352364
"CFHR2",5.186115621,4.61506515,4.618461344,4.602561967,4.506705398,5.077062688,5.303622957,5.071474181,5.033221676,4.487425728,4.76720934,4.574833738,4.600126467,5.085839815
"CFHR5",4.906841181,4.354134436,4.458817513,4.571861312,4.419328146,4.971794366,4.952355215,4.978325306,4.939816485,4.356805656,4.501037954,4.507173034,4.47176918,4.959411467
"CRB1",5.55090013,5.220754503,5.328973659,5.314122307,5.267097536,5.56998917,5.579349332,5.749005505,5.54751052,5.338352527,5.270114058,5.247636837,5.297748557,5.562306621
"C1orf53",8.959616007,8.750555007,8.585468355,8.405883787,8.529351851,9.019881241,8.781657482,8.843910947,8.887529081,8.529435369,8.682114544,8.489779881,8.505884215,8.980352086
"LHX9",6.909209236,5.522153321,5.683650663,6.107198729,6.333611776,9.216136235,7.221434729,7.275162611,9.3389111,6.217867155,6.114319392,5.496787247,5.599231152,6.754042706
"NEK7",11.21473368,10.76880563,10.69535823,10.93308782,10.8551194,11.69620366,11.07750846,10.93417274,11.77744155,10.88778787,10.84442242,10.70985537,10.79947272,11.18111013
"PTPRC",5.084610446,4.47953063,4.447719032,4.520796695,4.596364118,5.184049195,5.045347372,5.050811694,5.233986913,4.613180391,4.65254652,4.430093254,4.548273544,5.142449904
"NR5A2",5.207342113,4.919025648,4.861187934,4.774117183,4.824589418,5.262127096,5.211219793,5.257167387,5.271865433,4.773719211,4.860086043,4.816939341,4.658223718,5.177998007
"CAMSAP2",10.87486759,10.50384401,10.47898105,10.28363032,10.35704435,10.60248179,10.89709036,10.90061683,10.86521554,10.24538051,10.32175376,10.56068099,10.50596614,11.04097939
"GPR25",8.254711115,7.436369162,7.504896574,7.504891167,7.384003025,8.139740292,8.040065499,8.169686805,8.046141273,7.391805583,7.314577515,7.430065845,7.363814073,8.23254522
"INAVA",7.151484673,6.454708656,6.533517176,6.240778849,6.3739576,7.163410443,7.096640266,7.215377092,7.12392702,6.172875865,6.15679346,6.23428648,6.274833408,7.150836224
"IGFN1",7.306919571,7.135790567,7.414920086,6.538794515,6.776633647,6.894282696,6.797388121,6.840285998,6.987685444,6.943073332,6.632331914,7.338024854,7.041346028,7.38761085
"PKP1",7.492763711,6.878559161,7.082652885,7.790314403,7.922673673,8.145340129,7.600862738,7.563157163,8.361092975,7.834067235,7.673341525,6.953194393,6.8664689,7.564183991
