"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","Correlation"
"LIG1",6.25125,10.198125,3.99076492557287,0.00125052578952027,0.0832657079926533,-0.78650897582567,0.632963796312966
"LMF2",-13.12,32.695,-2.01992350838038,0.0622173338842822,0.360986622588214,-4.36008831473502,0.517229209538239
"LOC102724843",1.94625,9.461875,1.918546332063,0.074895555956208,0.383041931320976,-4.51987166107973,0.640148464715279
"LRCH3",2.1075,12.5775,2.22546071488972,0.0423372428549582,0.318293817080178,-4.02309361252889,0.625657109792862
"LRP8",4.8625,12.91625,2.34205935140377,0.0338746138483117,0.296114224046314,-3.82513957914745,0.746586303772255
"LRRC49",0.78375,3.284375,1.93979306358864,0.0720593096173129,0.377623309166422,-4.48676707387814,0.556263882601974
"LRWD1",7.47375,13.455625,2.45865368456529,0.0270273591131338,0.275795616498094,-3.62298914834755,0.550525298526876
"LSM5",4.1275,15.48125,2.17153849785806,0.0468864373569353,0.329654587393229,-4.11306394600584,0.691081516991094
"LSM7",31.75625,80.845625,2.55381896702868,0.0224371474024883,0.260428913487645,-3.4552476477973,0.635096981835168
"LSM8",0.62625,2.818125,1.8924433581659,0.0785177140038127,0.388852698474994,-4.56025450051204,0.639410711495041
"LUC7L2",8.32624999999999,36.760625,1.78804467083162,0.0946255596292048,0.422353519758676,-4.71845169241417,0.671405369389274
"LY6G5C",0.79625,1.196875,1.74166953141289,0.102676637095958,0.439824166141177,-4.78694199268576,0.503749980607108
"LYPLA1",6.04499999999999,26.62125,2.6229816327554,0.0195807227718136,0.249385703319491,-3.33196276688081,0.701827984906073
"MAP2K3",4.96625,15.949375,1.76748947864783,0.0981226164037675,0.430498717463332,-4.74894889827369,0.552763307626422
"MARS2",1.36,3.065,4.03615180429552,0.00114201827701692,0.0801670271901298,-0.701774641965327,0.645766065594738
"MAST4",0.8275,2.8525,1.7267078289843,0.105399704503757,0.445378919334469,-4.80879440548392,0.613839752540707
"MBD2",-3.22,14.3875,-1.60122178296013,0.130828827672848,0.490591689463112,-4.98716289314823,0.520016119245072
"MCM10",2.66125,3.873125,3.26008842705784,0.00546001021150552,0.156503269375752,-2.15908163625905,0.717083161313951
"MCM7",53.5525,86.76625,2.76832135639149,0.0146771429166938,0.225269267257832,-3.06960666307539,0.915411166432499
"MCM9",1.0125,2.54375,2.46372321872075,0.026761739377558,0.275074836473867,-3.61411258615611,0.662130609969561
"MECR",1.605,9.73375,1.76448257843668,0.0986436366199549,0.431634429288235,-4.75339161116876,0.545047391371163
"MED10",7.71999999999999,34.93375,1.83662161191844,0.0867965806167902,0.407220197243379,-4.64551641846253,0.843176074327778
"MEMO1",3.58625,17.684375,2.58289782567868,0.0211904787858715,0.25544167433413,-3.40354716511263,0.797459471324192
"MEPCE",10.1325,27.86625,1.88881573599564,0.0790333807947751,0.390090208856564,-4.56584113095639,0.824164396815799
"METAP1",4.03625,16.550625,2.03225906134871,0.0608161433755668,0.35749470064099,-4.34033874968117,0.811186965912469
"METTL1",4.5825,11.46625,1.86997249600985,0.0817611983996129,0.395702547416449,-4.59475867661581,0.783691595105709
"METTL13",2.48,12.8725,1.87347295849689,0.0812481603733878,0.394183078629099,-4.58939967934715,0.922934820291395
"METTL2B",5.81,13.695,3.00423783691806,0.00915019846936723,0.188531563684539,-2.63620419041961,0.745253274867883
"METTL4",0.98125,5.058125,1.63314489061658,0.123903091759337,0.481108571200732,-4.94264092222068,0.65094139069294
"METTL8",0.88375,3.593125,2.70511831665499,0.0166425618544265,0.232572097025862,-3.18420373482494,0.601928779338607
"MFHAS1",1.87375,7.674375,2.75486346256937,0.0150757732118173,0.226586994721346,-3.09406917518153,0.707783419512135
"MFN2",5.37874999999999,33.108125,1.64579468110308,0.121247418937133,0.477263758584649,-4.92483438718423,0.866570132395635
"MLH1",5.175,19.89125,2.00375245630596,0.0640988746097564,0.365666397742136,-4.38588020086581,0.7172971194749
"MPHOSPH6",-7.8525,20.93,-2.10055698092126,0.0535681513224855,0.343667300248507,-4.22984996292636,0.554739442391767
"MRM2",7.07875,17.209375,3.39356500777726,0.00416789556447442,0.137245011942175,-1.90848023886813,0.838440524916217
"MRPL1",2.17125,7.819375,1.69779920875339,0.110840880950556,0.456236180658074,-4.85067196476721,0.579106045909036
"MRPL24",10.89375,49.751875,1.63983414985228,0.122492573043033,0.478789139808688,-4.93323627308919,0.722731480076187
"MRPL32",3.10249999999999,34.46375,1.9710638227187,0.0680615550029909,0.370837267911943,-4.43766941099345,0.706925576001416
"MRPL58",5.3725,27.2925,3.66397495415262,0.00241258031480837,0.105326624336669,-1.39961757006556,0.672150670720264
"MRPS12",7.765,29.2275,1.71056849734252,0.10840789340343,0.451454439510124,-4.83223065187874,0.758690099185906
"MRPS23",5.71,19.1625,5.31456680697421,9.62292184700037e-05,0.0241435023701896,1.598000991919,0.518459065409889
"MRPS25",2.6925,8.5425,2.36515690203663,0.0323994937624306,0.291901759135429,-3.7854098425306,0.512396132654809
"MRPS27",6.1075,24.7675,3.0007809024538,0.00921406005402692,0.188807121760285,-2.64260875307437,0.606706162902664
"MSH2",6.53875,14.396875,4.00812544531745,0.00120783397745891,0.0816234371856656,-0.754082456644117,0.660365628791068
"MSH6",8.5075,22.045,2.95107671771129,0.0101822248461734,0.195373720836527,-2.73453787148929,0.572611181495891
"MTOR",4.43625,12.535625,3.79154325898407,0.00186548540855258,0.0973654358337057,-1.1597863296187,0.509769680423716
"MUL1",2.69875,17.029375,2.05491918365193,0.0583172162649172,0.353238496245457,-4.3038925381101,0.75630689125238
"MUTYH",3.465,9.595,2.81608527234344,0.0133434743440077,0.215386509665173,-2.98253363595397,0.622803831468439
"MYBBP1A",6.425,13.9275,5.11597436903591,0.000139571422781461,0.0300925956904171,1.25451769709308,0.706466962662571
"MYD88",3.99874999999999,22.480625,1.69938828864485,0.110535532625793,0.455808067255403,-4.84838193187656,0.701798089130076
"NAA10",7.2975,52.745,2.19839378954794,0.0445667058084595,0.324883455689396,-4.06838612423489,0.569793869471192
"NAA15",3.73125,11.079375,1.59781902928148,0.13158628448708,0.491401306091691,-4.99187315950897,0.693274278435882
"NAF1",2.30125,5.646875,3.02306247181125,0.00881001688608787,0.186836318295009,-2.60130474670904,0.671271730220843
"NANS",-14.425,44.535,-1.76786729490497,0.0980573223947358,0.430316492825554,-4.74839033601552,0.520208501931772
"NASP",20.1075,56.4575,3.0675644281548,0.00805460833720222,0.182267536073612,-2.51865061262237,0.687931307307585
"NAV2",6.075,14.05,3.65207445860334,0.00247124179362965,0.106274940610642,-1.42200967331921,0.503882428413108
"NCAPH",7.18624999999999,14.310625,2.03761508477708,0.0602167932120752,0.356913095115823,-4.33174358053799,0.665320937188573
"NDOR1",2.66625,10.973125,2.08432535926772,0.0552148325297815,0.347582840440345,-4.25628042718183,0.855020874060022
"NDUFAF4",2.44125,6.191875,4.03968860851825,0.00113397613066048,0.0799618494185733,-0.695177300699766,0.604093518525555
"NEK4",1.97,9.79875,1.84813815262859,0.0850273119608178,0.402911995531756,-4.62805093270261,0.661247150540806
"NEMP1",5.72875,13.803125,2.28802623373912,0.0375766434898177,0.306655995444827,-3.91742962716038,0.619230715014712
"NFYC",3.92,27.125,1.85263055640627,0.0843459318003406,0.402494279851865,-4.62122016339247,0.823350468669138
"NGLY1",2.6875,16.5875,2.71154944903114,0.0164314501617206,0.23096701572206,-3.17257722460862,0.54352282581757
"NHP2",27.3525,77.83,2.62861403040906,0.0193641909448399,0.248248130462377,-3.3218755171073,0.710060099512746
"NIP7",5.9325,14.66,3.03230073008271,0.00864766067294556,0.186328716945989,-2.58416347012141,0.575187454641324
"NME1",43.4712499999999,131.215625,1.64397638399957,0.121626096401087,0.478135496401146,-4.92739960475503,0.689460658133114
"NOB1",6.16875,31.886875,1.61240367851319,0.128365996716543,0.486975090509961,-4.97163604449515,0.560282182041813
"NOC2L",13.36625,39.106875,3.97515940391891,0.00129021077797916,0.0852810489050388,-0.815673296150798,0.802330137940686
"NOL7",9.48750000000002,40.1975,3.85011876756876,0.00165812593622493,0.0927024693875741,-1.049839839026,0.581578865486357
"NOL9",1.6525,6.30125,2.5487887241892,0.022659827709434,0.261729680896402,-3.46417079643954,0.72602632190365
"NOLC1",13.11375,30.921875,1.95020104882988,0.0707056993175996,0.374829973924428,-4.47047476557646,0.708212178684448
"NOP16",8.65625,16.978125,2.43776748748879,0.0281484187804652,0.280693757834138,-3.65948645762456,0.863344623206874
"NOP56",15.63875,35.558125,2.32904302151288,0.0347336065892626,0.297446516317444,-3.84745639487085,0.721168811468634
"NOXO1",0.3675,0.53625,2.33128889872239,0.034583941276653,0.297412042004493,-3.84360955455167,0.774980577941462
"NPM3",7.76250000000001,16.21875,4.22159474631265,0.000789432136635707,0.0661916917898578,-0.357104269316094,0.635665390394624
"NPTXR",-18.84625,33.345625,-1.81862378513004,0.0896273476724621,0.411990074542122,-4.67267858350266,0.500785273575428
"NR2C2AP",4.33875,10.753125,2.86369913500057,0.0121319012024309,0.208063092852328,-2.89536518691671,0.762825283127098
"NRBP1",16.27625,54.683125,5.01943476378105,0.000167529148409407,0.033103393343667,1.08547235184176,0.584982341741929
"NSUN4",1.28375,5.088125,4.66687930170748,0.000329493505057217,0.0462593555821027,0.457347347116777,0.698272578828125
"NUDT15",3.345,11.14625,2.40151662801179,0.0301998976240526,0.284869971806884,-3.72254413483184,0.73418697033601
"NUDT5",2.74250000000001,19.64375,1.92197478500113,0.0744311737504704,0.382309412307082,-4.51454390988662,0.8390533811177
"NUP35",3.64125,8.549375,2.75154030926538,0.0151758155640876,0.226739543138734,-3.10010471753581,0.588034152096937
"NUP62",14.8075,32.3825,5.92794221719719,3.15456521683285e-05,0.0158043969848487,2.62052570370255,0.597489248923941
"NUP85",8.75,22.33875,4.15261802380279,0.000905360717463177,0.071291251973807,-0.48499430084522,0.621775852627647
"NUP88",2.75,18.26875,1.83493564396374,0.0870583313198766,0.407459326161527,-4.64806775373583,0.628505408766588
"NUP98",4.94875,18.804375,2.14096959869957,0.0496632369336039,0.336930167301631,-4.16359505435883,0.689853431334126
"NVL",2.7275,7.45,3.35955336174415,0.00446484123109869,0.143049016618991,-1.97240500710997,0.582746358007709
"ODF2",5.78375,18.846875,2.75056312590839,0.0152053558570411,0.226739543138734,-3.10187910855112,0.84404313361479
"OGG1",3.565,12.3925,2.22699055283126,0.0422143944718427,0.318293817080178,-4.02052592897811,0.710016272027141
"ORAI1",5.345,19.20125,2.38826780119811,0.0309844747086199,0.288232443245302,-3.74549633830955,0.687846786427568
"ORAI2",2.04625,9.683125,1.60995230394885,0.128902482572884,0.487169143770623,-4.97504627070388,0.592808540619864
"ORC5",4.0775,12.67875,1.64154718148551,0.122133595019073,0.478789139808688,-4.93082370396737,0.883069354136433
"PARL",5.65375,31.943125,4.12240043326435,0.000961488533574124,0.0731660083056787,-0.541141949451069,0.510008148946885
"PARP16",1.0725,5.13875,2.98123077644818,0.00958356004542346,0.189781442387226,-2.6788026456575,0.520656660863122
"PCBD2",0.5575,3.2075,1.67273004706525,0.11575622868245,0.46649833603666,-4.88661308694384,0.517805099384318
"PCNA",34.27,86.06375,1.78706697859016,0.0947893627848197,0.422353519758676,-4.71990725081811,0.905785141422911
"PCNT",1.625,6.69125,2.1708142157771,0.046950527587603,0.329654587393229,-4.11426523801066,0.715850527215219
"PDAP1",16.07125,50.223125,3.02075403924596,0.008851052920011,0.187194971757147,-2.6055865184346,0.844077577719901
"PDCD11",3.86875,7.645625,4.25459595636478,0.000739446477698115,0.0637719769409074,-0.296059969487565,0.512259345559678
"PDCD2L",2.0825,6.785,3.82524260473278,0.00174317507531091,0.0938173301395239,-1.09651573817612,0.638117788441238
"PDE12",2.0475,9.28375,1.6002632970594,0.13104180875203,0.49111576358826,-4.98849037425803,0.614947307654248
"PDLIM5",8.05375,20.424375,2.3093685112002,0.0360710665749769,0.303288341104645,-3.88108774046502,0.629333540837796
"PDSS1",1.90375,4.020625,2.63203596650566,0.0192337676202352,0.247908181077058,-3.31574370124806,0.556579219585128
"PFAS",4.76375,7.794375,4.09647755444444,0.00101246227345914,0.0751504271910593,-0.58936518652231,0.837464853948573
"PGAM5",6.9025,19.59375,2.23710943808611,0.041410182712969,0.316326673397862,-4.00352182827776,0.84358391434648
"PGP",2.9625,10.82375,3.5361346140697,0.00312361824467351,0.117899076538398,-1.64023426957103,0.610508992241072
"PHACTR4",2.355,15.34125,1.85702837296423,0.08368363079818,0.400738825326768,-4.61452359985945,0.784200119784581
"PHB",19.88875,78.066875,3.18661225375468,0.00633429651699134,0.164906111224991,-2.29663792796924,0.763382192359641
"PKMYT1",8.795,15.89125,1.91028288271282,0.0760255953062552,0.385014838321815,-4.53269037165673,0.75962802453341
"PKN3",1.29,3.87875,2.3804468799758,0.0314566459182936,0.289629020128099,-3.75902114760965,0.552868459166637
"PLEKHJ1",8.14250000000001,32.78125,2.05431362307907,0.0583827535669428,0.353324735242282,-4.30486929162091,0.86774505780934
"PLEKHM2",-8.4025,42.03125,-2.11394407404488,0.0522442519654129,0.341710237394581,-4.20797276325374,0.532377853893214
"PMM2",4.6225,11.5325,3.49763548780325,0.00337654295110177,0.123291470539121,-1.71269958356725,0.657393004502354
"PNO1",6.9325,13.2575,5.23125474334443,0.000112404554405328,0.0260994728824986,1.45461572243226,0.578211604902224
"POC1A",5.785,13.63625,2.11206357092643,0.0524283803922395,0.342173116138324,-4.21105013348967,0.563897556829683
"POLA2",5.74625,16.113125,1.60375942889151,0.130266380372283,0.489367955539719,-4.98364568040096,0.741421956084375
"POLD3",5.7725,9.92375,5.80798803072365,3.90764177690997e-05,0.01614726620711,2.42526036569274,0.521374346397784
"POLE2",2.03125,4.523125,1.89153393024092,0.078646704408066,0.389161412747624,-4.56165563185418,0.566182631698667
"POLR1A",2.51,5.46875,3.50202527578652,0.00334669493897153,0.122448468767098,-1.70443746569375,0.701507128271898
"POLR1C",5.18375,12.435625,3.03970123421268,0.00851973270996442,0.186328716945989,-2.57042549334621,0.59943414279414
"POLR1E",8.10625,12.054375,6.21200286064785,1.91516078642059e-05,0.0120485088842036,3.0735900542703,0.580982393887042
"POLR3A",2.0775,6.945,2.49784014575828,0.0250378803664846,0.269088828018497,-3.55419793075174,0.557859613698889
"POLR3E",3.35625,10.355625,1.96991410578503,0.068204899752343,0.370837267911943,-4.43948234509623,0.722914056084343
"POLR3K",5.03,11.80125,3.5815322596841,0.00284971254027493,0.113077342170577,-1.55477758243088,0.757401280600859
"POP7",15.7825,37.355,3.92550682127488,0.00142520270630486,0.0906531988354019,-0.90856073580398,0.734121748431195
"PPM1G",23.8975,65.285,4.54165637648009,0.000420410753706881,0.0530779884235339,0.230474841969998,0.753261976576909
"PPP1R10",6.20875,18.913125,2.34253424182615,0.033843656461234,0.296114224046314,-3.82432437323393,0.548031998952222
"PPP4R1",5.43375,28.216875,2.29892032454507,0.0368008939474785,0.30545416603244,-3.89889748265992,0.603675801233879
"PPP5C",12.03375,29.311875,3.64391281227943,0.00251230269015966,0.106274940610642,-1.43736796969714,0.60420936108047
"PPRC1",6.8975,14.73875,2.32087321293571,0.0352832097698024,0.299725240216178,-3.86143664355538,0.678642712284153
"PRCC",4.95,42.68,1.67468062973947,0.115367087827897,0.466380104983523,-4.88382921783814,0.658853242417153
"PRELID1",23.9325,115.42875,1.92381553157137,0.0741829192539833,0.38197479125445,-4.51168117084186,0.593370556904285
"PRIM1",4.92375,11.790625,1.58861322584589,0.13365435632165,0.494082294097136,-5.00458174508278,0.774814006786817
"PRKAR2A",6.13625,19.709375,2.96194974254287,0.00996223619487231,0.193382700670238,-2.71445367184131,0.553879937700491
"PRMT1",26.50875,99.470625,3.35032665867037,0.00454898089017904,0.143770696711918,-1.98973970636505,0.643733971761557
"PRMT3",3.33,8.12375,3.52675209312846,0.00318344760256576,0.118632550473392,-1.65789549810651,0.516714268815229
"PRMT5",6.5775,25.83875,1.91428208474965,0.0754767927224485,0.383654278135353,-4.526490578697,0.766463714105713
"PRPF19",11.7375,43.495,1.7809926203937,0.095812699748535,0.424269879008733,-4.72893945974918,0.882131251151823
"PRPF31",8.19000000000001,35.61,4.76540892998109,0.000272339538594684,0.0430363285831923,0.634523071141451,0.612619595470756
"PRPF8",17.4225,58.40375,3.21568227615637,0.00597289454702611,0.160974840983914,-2.24225675774888,0.638292741930896
"PRR22",0.73875,1.159375,1.78732192511637,0.0947466247096079,0.422353519758676,-4.71952774191512,0.620988036404659
"PRXL2C",-4.48499999999999,15.11375,-1.92102140230571,0.0745600474151745,0.382754257011401,-4.51602599730955,0.566338588276328
"PSMA5",3.34625,18.889375,2.31501174589138,0.0356825629266864,0.302408468490977,-3.87145383842979,0.563808032419823
"PSMA7",26.235,159.43375,2.12821107206021,0.050866647725024,0.33833145392745,-4.18458051949658,0.607937166244169
"PSMC2",8.63374999999998,41.220625,1.6721544313292,0.115871281577611,0.466580999478882,-4.88743419488902,0.677630337923065
"PSMC3",18.52625,88.189375,1.89127321950344,0.0786837179169506,0.389161412747624,-4.56205722926898,0.761861188403879
"PSMC3IP",5.80125,9.565625,3.53978773539941,0.00310063018549802,0.117899076538398,-1.63335770209677,0.674911186134249
"PSMC4",14.54,60.93375,5.55289576669543,6.20123405556388e-05,0.0207982499963551,2.00234338680282,0.541581194608703
"PSMD13",7.97375000000002,53.590625,2.28191767618374,0.0380183204996887,0.307152482906316,-3.92780401365361,0.69354162799017
"PSMD3",19.415,83.3825,2.48495943980131,0.0256758745962427,0.271326312296594,-3.57685433110818,0.675948574534061
"PSMD4",10.725,76.67,2.0857286477393,0.0550706503376357,0.347495937581067,-4.25399956812347,0.542446390311851
"PSMD8",24.50625,138.874375,2.21821532104382,0.0429236079049001,0.319263413056642,-4.03524314706858,0.822224428141258
"PSME3",16.31,54.0975,2.49483112219383,0.0251855502744044,0.269678563421395,-3.55949447047382,0.83259915847534
"PSMG3",8.99499999999999,23.8575,2.78549815272352,0.0141832267370229,0.221060601922738,-3.03833814245355,0.590388539290242
"PTBP1",41.5525,129.99625,1.8798518834749,0.0803206650926341,0.39294639802612,-4.579618703221,0.732196752738012
"PTER",-1.27125,2.733125,-1.73074409077487,0.104658923629354,0.443619375800128,-4.80291111901063,0.581811536100289
"PTPN23",3.44750000000001,22.08875,1.71243292304812,0.108056590023772,0.450772789986228,-4.82953055398255,0.864591887283955
"PUS7",2.765,6.0175,4.08979940250143,0.00102603472192816,0.0753405018366056,-0.601796350998017,0.767687909877434
"PYGO1",0.52125,1.855625,1.63591498425414,0.123317290006387,0.480620320610918,-4.9387494998405,0.805144350358821
"QRICH1",7.21500000000001,34.6875,3.06721352541005,0.00806030718325718,0.182267536073612,-2.51930313999081,0.610377493440024
"RAB7A",-40.0425,202.5175,-1.61644721929033,0.127485254949094,0.486130663776249,-4.96600315010393,0.61625230282791
"RAD18",3.12875,6.141875,2.47287880912651,0.0262883233096425,0.273468020368143,-3.5980640548047,0.624665866861714
"RAD51",3.44375,8.101875,1.75728841178143,0.0999001199387187,0.433948034019779,-4.76400167196913,0.788872732116191
"RAD51D",1.4275,5.065,2.85989030815677,0.0122247273087915,0.20808462057286,-2.90235101012509,0.800176142404884
"RAE1",6.245,26.965,2.39286855183432,0.0307098599283529,0.28698982103323,-3.73753181543642,0.92785372519221
"RAF1",12.74,43.56125,2.85162012451591,0.0124286791927074,0.209781741714002,-2.91751192784081,0.531147533547754
"RANGRF",6.30125,16.450625,2.6585442150107,0.0182517600065062,0.243152887898857,-3.26815867773416,0.666710628815863
"RBBP4",6.66624999999999,29.628125,2.52527829132522,0.0237289929821192,0.266267529057721,-3.50579445302453,0.793085259115842
"RBM15B",4.31375,16.596875,3.12693839426523,0.00714552620103781,0.17491464625562,-2.40807417221386,0.70656479450911
"RBM18",1.4575,11.355,1.77540283195565,0.0967630229523176,0.426912328547972,-4.73723417644967,0.624699693771371
"RBM8A",6.825,23.37125,2.116599073273,0.0519853059270836,0.340631648207457,-4.20362560693307,0.605126185607011
"RBMX",25.7775,102.39375,1.92598508015433,0.0738912804421984,0.381687860049459,-4.50830505980784,0.805455453789598
"RCC1L",3.49625,18.533125,1.62503240941767,0.125632489623087,0.483457957276792,-4.95401167164774,0.83437080125339
"RDH11",-13.74625,52.935625,-1.88881942692074,0.079032854586366,0.390090208856564,-4.56583545002829,0.503225071832185
"RECQL4",5.0225,11.92125,2.49062467690311,0.0253933798602344,0.270370077982778,-3.56689481467993,0.666379904274648
"REXO1",3.435,12.7925,3.25371316969362,0.00553085764731655,0.156956164963867,-2.17103004513034,0.671645371688045
"REXO5",1.505,3.44125,2.05180925480815,0.0586545091124255,0.353981677498091,-4.30890716195495,0.926997752367269
"RFC2",15.36875,37.094375,2.86109237236315,0.0121953566900378,0.20808462057286,-2.90014652244572,0.670814288626298
"RNF121",1.82875,11.908125,1.84267027878709,0.0858632780476634,0.404822237915847,-4.63635147337395,0.746112102369323
"RNF4",6.48999999999999,38.6825,1.68492115374216,0.113342706388271,0.461515529573958,-4.8691788538171,0.579905650787686
"RPA2",9.42,38.47875,1.67045120232087,0.116212301417704,0.467567752921204,-4.88986273192196,0.923690441660711
"RPL6",-205.835,823.525,-1.61425506037544,0.12796209216707,0.48656759421327,-4.96905815186354,0.511149382757034
"RPL7L1",10.70375,36.125625,3.91500406188969,0.00145554819020245,0.091532754419294,-0.928226171386403,0.526368887428811
"RPRD2",2.48375,9.870625,4.47267515041035,0.000481149778561091,0.0530779884235339,0.104730626549321,0.538992894605434
"RPUSD2",1.33375,4.788125,2.51587795392641,0.0241698672091272,0.266524059113723,-3.52239892811276,0.870006502408718
"RRAGC",-6.35,26.22125,-1.69635958504246,0.111118145748152,0.456802408493967,-4.85274540755063,0.615569313969343
"RRM2",55.43375,80.451875,2.44546063635008,0.0277304373131281,0.279015667139332,-3.64605705292857,0.550264796882508
"RRN3",3.695,13.3625,1.84965223548788,0.0847971176220614,0.40265374003941,-4.62574985757544,0.591053493258335
"RRP15",2.21375,5.300625,2.41572198416939,0.0293796293585796,0.283330387280743,-3.69787853865087,0.549092378942393
"RRP36",13.695,33.6725,5.17693176470424,0.000124449347637272,0.0281737766882329,1.36056690713212,0.53624342630973
"RRP9",7.0025,16.85875,1.83392774383488,0.0872151462842056,0.407579663418679,-4.64959230789238,0.856057068431979
"RRS1",6.27,14.07625,1.8025276321683,0.0922282775700661,0.417795481508621,-4.69683214736111,0.835512833800198
"RSPO3",0.763749999999999,1.019375,1.57863904550597,0.135926346566176,0.498126961996494,-5.01829381889594,0.699593714307788
"SAC3D1",2.85375,11.801875,1.83955997265728,0.0863420702457844,0.406356461448028,-4.64106648308502,0.596301987814478
"SAFB",5.27125000000001,34.416875,2.91332616249427,0.0109836720383917,0.198946561582628,-2.80415053317626,0.532655033115128
"SAP30L",1.63625,10.771875,2.40226580241015,0.0301561001753247,0.284869971806884,-3.72124474677786,0.706371772221553
"SCAF4",2.52625,13.374375,1.77335578118274,0.0971131216482082,0.427788926226944,-4.74026772369717,0.806691373052359
"SCLY",2.81125,7.270625,2.6315128451295,0.0192536508090466,0.247908181077058,-3.31668125345933,0.885762566708127
"SEH1L",4.3675,12.98,2.60889612185409,0.0201324904342523,0.252331857615739,-3.35715857456252,0.806740702912155
"SELENOH",4.33625000000001,37.199375,1.58995581329276,0.133351024855106,0.49358684061942,-5.00273145833394,0.621790300303103
"SENP3",11.04125,28.523125,5.75470599738798,4.30019788716129e-05,0.0169306269422561,2.33778181921525,0.538635305271997
"SETD1B",1.26875,5.163125,2.26544836784987,0.0392335338345297,0.30962037916315,-3.95571286091918,0.810586804865121
"SETMAR",2.37125,8.458125,2.26141555961001,0.039536604393738,0.310792298192567,-3.96253302495554,0.880709472959146
"SF1",21.03125,73.900625,3.19640844465473,0.0062101467317938,0.164673451624477,-2.27831872284511,0.603178350645453
"SF3A3",9.45625,37.023125,2.35086515310206,0.0333049027493372,0.293967325605034,-3.81001207527001,0.936162473174224
"SF3B3",7.74124999999999,29.610625,1.94911074795525,0.07084641067819,0.374888377268847,-4.47218379664335,0.583782385621803
"SIN3A",2.99875,10.503125,3.29441523376333,0.00509378710311603,0.152485253263693,-2.09470914838778,0.578976475022133
"SIPA1L3",2.195,6.2825,2.14377434631992,0.0494022467954996,0.336390241667981,-4.1589734120848,0.800951809633422
"SKA1",3.06125,7.006875,1.65403918293285,0.119543186694201,0.473752003111306,-4.91317938389364,0.863668561941136
"SKA3",5.11875,7.803125,3.9167267634323,0.00145052619984762,0.091532754419294,-0.925000174918233,0.571655877180676
"SKP2",3.51875,11.613125,1.69075748704901,0.112202848174308,0.45892181194329,-4.86080297427517,0.844584935690841
"SLC25A12",1.52375,8.595625,2.94198453573828,0.0103698397265698,0.196110002688466,-2.75132106417057,0.73338164709482
"SLC25A15",1.60375,4.529375,3.22446960558195,0.00586773655655086,0.160287446117183,-2.22580723971782,0.732371920839179
"SLC35D1",0.837499999999999,4.97125,1.58878778990812,0.133614883635814,0.494058627506786,-5.00434123062906,0.802675989394861
"SLC39A3",5.93875,27.201875,2.46773546695622,0.0265532824263769,0.274455450291951,-3.60708240212371,0.500103846897015
"SLC5A6",7.23375,10.658125,3.87710760567699,0.00157060082575501,0.0927024693875741,-0.999230561666529,0.568221355737251
"SLC6A15",-2.615,4.5025,-1.82493047830687,0.088626186562298,0.409702002806542,-4.66317908990957,0.526119986722031
"SLFNL1",0.27875,0.480625,2.71459677380714,0.0163323257528866,0.230369744322842,-3.16706534874885,0.54020561148195
"SMARCA4",7.97875,36.696875,2.56497233975899,0.0219508723417746,0.258006488493976,-3.43544112830264,0.699884450779063
"SMARCAD1",1.88125,8.846875,2.28614401501783,0.0377122202001659,0.306756244779536,-3.92062757573122,0.715500443874531
"SMARCC1",6.01874999999999,19.131875,2.75415795785276,0.0150969584479408,0.226618556444872,-3.09535068557298,0.751891417252097
"SMYD2",13.70875,32.169375,1.74692445320558,0.101735002412081,0.438430614152927,-4.77923832409535,0.50275091833153
"SNRNP40",13.85125,33.535625,3.76016464113628,0.00198717601688378,0.0979410526867206,-1.21873636207766,0.820326036423326
"SNRPE",6.51875,26.245625,2.72391898966546,0.0160326763713258,0.22985737231033,-3.15019273103836,0.765787083631706
"SNRPG",33.2175,103.36625,4.08705656031632,0.00103166277154647,0.0753405018366056,-0.606903005823508,0.601944303908249
"SNX12",5.30875,26.200625,3.7838238664313,0.00189470468092062,0.0975567949237227,-1.17428541436507,0.521828874230831
"SOGA1",2.71750000000001,11.3175,3.24926740138445,0.0055808035668205,0.157436033331287,-2.17936086184943,0.652525835900271
"SP1",1.71625,14.579375,2.23684064964693,0.041431358566658,0.316326673397862,-4.00397396859213,0.649451553364507
"SPATA25",0.27875,0.748125,1.89404487546524,0.0782910221420601,0.388806818833207,-4.55778612844087,0.616916529059264
"SPATA5L1",2.0025,4.855,3.64496787321726,0.00250695625299018,0.106274940610642,-1.43538253981089,0.741764183626144
"SPATS2L",5.01625,42.869375,1.88638715162166,0.0793803028657721,0.390773760587659,-4.56957770207518,0.71694836720542
"SPIN4",1.9675,4.52875,2.99281332393357,0.00936292454918536,0.189309946479981,-2.65736482486207,0.535721068258095
"SRP68",6.6225,33.6125,3.22492036025808,0.00586239226737537,0.160287446117183,-2.22496331235035,0.640874327956964
"SRPRB",4.4575,16.715,1.63560202994533,0.123383351643353,0.480620320610918,-4.93918936032607,0.533420880150946
"SRRT",18.30375,47.000625,5.34141627068633,9.15471673232998e-05,0.0241435023701896,1.6439882679499,0.710200123917261
"SRSF3",15.01375,64.094375,1.94319353168094,0.0716145037510901,0.376599964412309,-4.48144952568084,0.879259467757203
"SRSF6",12.21625,39.163125,1.98637905139277,0.066178017343999,0.367701044725829,-4.41346363388466,0.670245814404413
