gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,Con9,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8,RR9
C1QTNF1,1.26717,1.18793,1.85521,60.8939,61.4279,62.7227,55.1849,54.5613,56.6415,137.025,136.677,137.739,124.559,124.559,122.343,260.521,256.627,258.384
C1QTNF1-AS1,0.0,0.0,0.0,0.290948,0.764687,0.648666,0.400325,0.35953,0.434318,0.697204,0.541884,0.688618,0.586309,0.586309,0.411272,0.901054,0.65746,0.897446
C1QTNF2,19.281,20.9343,30.0717,0.403165,0.562797,0.450437,0.599131,0.584847,0.594901,0.70668,0.85708,0.699239,0.532268,0.532268,0.57233,0.801086,0.803364,1.18461
C1QTNF3,10.4181,14.6458,13.5916,0.0,0.0250615,0.0722611,0.0167792,0.0452076,0.0365104,0.0,0.0,0.0193406,0.145404,0.145404,0.0860083,0.0470496,0.0359197,0.0526461
C1QTNF3-AMACR,0.0,0.0,0.0,0.0512824,0.0,0.106111,0.0,0.0,0.0,0.0672346,0.251677,0.0766097,0.00601537,0.00601537,0.0,0.103044,0.0,0.00296034
C1QTNF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103585,0.103585,0.0692338,0.0,0.0,0.0
C1QTNF5,13.6132,26.4769,12.7743,0.398145,0.292734,0.282822,0.197667,0.266282,0.191951,0.143559,0.191222,0.331184,0.433417,0.433417,0.217242,1.80507,1.60338,1.59346
C1QTNF6,5.28204,4.18972,5.35421,0.339435,0.204665,0.388882,0.397234,0.441398,0.409335,0.921685,0.993853,1.04239,1.21128,1.21128,1.49607,2.24062,1.7844,1.98537
C1QTNF7,0.0,0.250169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266729,0.0,0.0,0.0,0.0,0.103154,0.0295558,0.0147016
C1QTNF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130083,0.0130083,0.0,0.0,0.0,0.0
C1QTNF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF9B,3.34373,7.86464,5.47028,1.16133,1.25796,1.52742,0.851052,1.37577,1.04751,1.42823,0.987862,0.977359,0.414883,0.414883,0.665214,0.942728,1.41818,1.58526
C1QTNF9B-AS1,0.0,0.0,0.0,0.982226,0.97781,0.923656,0.572725,0.635783,0.663792,0.0923343,0.369126,0.546903,0.13996,0.13996,0.22459,0.423623,0.327989,1.20943
C1R,14.0413,16.7127,16.0007,9.44995,10.0891,10.7397,7.95157,9.45503,9.18903,15.7029,14.9336,15.4836,53.7265,53.7265,55.4567,96.7274,93.7948,93.945
C1RL,0.0,0.338196,0.79267,2.00957,1.96651,1.92385,2.12449,3.11909,3.30097,5.02245,4.57964,5.28074,6.18817,6.18817,5.94862,4.94329,5.56091,4.9625
C1RL-AS1,10.6842,8.3759,9.82721,0.125035,0.0842566,0.0838653,0.07886,0.0910552,0.159374,0.19654,0.228991,0.226996,0.435299,0.435299,0.288695,0.458643,0.254175,0.361256
C1S,0.0,0.0,0.0,4.94236,4.54149,4.30633,5.45495,4.52249,4.81977,7.05466,8.58985,7.85053,24.2084,24.2084,24.2398,29.0264,27.5845,29.5066
C1orf100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf101,12.5383,12.4878,9.89706,0.0445658,0.0,0.0166009,0.0,0.0361405,0.0,0.0,0.0194935,0.0193167,0.117496,0.117496,0.044299,0.0,0.0645379,0.021393
C1orf105,0.0,0.0,0.0,0.0609043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf106,0.281094,1.58052,2.78013,0.0107069,0.0,0.0,0.0145038,0.0,0.0,0.112436,0.126327,0.0973816,0.179795,0.179795,0.191158,0.294558,0.419782,0.293856
C1orf109,8.49631,13.1217,14.2623,4.90469,5.61989,4.91206,6.56717,7.07521,6.03865,4.52839,3.72449,3.81593,4.86651,4.86651,4.62238,2.32852,2.15351,2.37395
C1orf110,0.0,0.0,0.0,0.404511,0.220194,0.277944,0.169615,0.228491,0.276487,0.0,0.0,0.040614,0.0,0.0,0.0,0.0,0.0,0.0886526
C1orf111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf112,0.0,0.0,0.0,6.42233,6.22191,6.28225,6.92396,6.44544,6.72614,3.90672,3.5693,3.57185,3.29645,3.29645,2.7138,2.8144,3.13167,2.94202
C1orf115,19.2468,13.1557,14.9715,0.0152292,0.0769708,0.0,0.0,0.0741219,0.0224447,0.0399885,0.0599077,0.0395746,0.0301046,0.0301046,0.0,0.0,0.0440503,0.109534
C1orf116,0.216154,0.0,0.237612,0.0,0.0,0.0,0.0,0.0100258,0.0,0.0522243,0.104309,0.0857256,0.00813798,0.00813798,0.0735919,0.0119616,0.131997,0.0596903
C1orf122,0.0,0.0,0.0,76.1024,75.9255,74.5819,66.7795,72.7544,72.4358,50.4605,51.1318,52.3264,61.5095,61.5095,66.2119,130.057,135.878,133.363
C1orf123,0.0,0.0,0.0,37.3261,33.7778,38.4074,30.7931,30.0647,29.3561,52.784,47.582,52.5728,34.4903,34.4903,35.7206,74.0064,74.3666,78.1508
C1orf127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf131,0.0,0.0,0.0,6.01932,6.63003,5.66436,6.08754,6.71114,6.01394,15.4198,14.9145,14.5848,13.2471,13.2471,13.9929,6.56475,7.02281,6.59824
C1orf137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf140,1.54773,1.45026,3.40197,0.0196947,0.0199074,0.0220147,0.039948,0.0,0.0,0.116149,0.0515538,0.063875,0.0582555,0.0582555,0.0584997,0.0284916,0.028572,0.0142123
C1orf141,18.6365,22.7745,14.2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305207
C1orf145,20.2994,12.039,21.3807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf158,0.0,0.0,0.0,0.0,0.0,0.055118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049685,0.0,0.0,0.0
C1orf159,4.69398,0.0,0.643698,12.4418,11.9729,11.1535,10.4947,9.39794,9.44921,12.0899,12.4541,11.8745,11.3702,11.3702,12.0474,37.2698,38.7154,35.2942
C1orf162,0.0,0.0,0.0,0.0,0.0,0.0634332,0.0,0.140591,0.0,0.0,0.0,0.145702,0.0,0.0,0.114747,0.0,0.0,0.0
C1orf167,8.41504,6.26149,7.34464,0.0,0.0,0.0211309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00935688,0.0,0.0,0.0
C1orf168,4.42501,5.4234,4.11315,0.0,0.0,0.0,0.0,0.0,0.0,0.0339937,0.0,0.0168227,0.0,0.0,0.0,0.0,0.0,0.0
C1orf174,5.36041,7.90448,3.35715,10.2213,9.34606,10.805,11.2978,9.02278,10.9197,11.8895,13.5408,12.8826,9.36531,9.36531,10.653,8.05291,7.08708,7.37297
C1orf177,15.6878,28.0388,15.5579,0.0560451,0.0283241,0.062589,0.0381406,0.0,0.0414575,0.0738976,0.0369039,0.0730904,0.0,0.0,0.0,0.24074,0.120714,0.0
C1orf185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf186,4.59784,1.43818,5.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf189,18.5241,13.0929,22.6476,0.0,0.0,0.0,0.114395,0.0,0.0,0.221215,0.110563,0.0,0.0,0.0,0.0,0.228703,0.114692,0.113784
C1orf194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105096,0.0,0.0,0.0,0.319006,0.0,0.0,0.0
C1orf195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf198,24.8807,20.5051,26.6056,2.36085,2.60224,2.18785,2.47236,3.09979,2.81214,19.7318,20.3914,21.049,12.2348,12.2348,12.7077,7.42273,8.33765,8.07166
C1orf204,0.0,0.0,0.531443,0.330013,0.555992,0.471149,0.323293,0.536009,0.270462,0.933578,1.08298,0.771676,0.925481,0.925481,1.12919,1.21409,0.899921,1.1216
C1orf21,6.2177,3.88243,2.99951,2.32767,2.52623,2.45285,2.47449,2.33384,2.09695,2.51363,2.44452,2.40753,1.53161,1.53161,1.47655,1.48871,1.78538,1.56435
C1orf210,4.68368,0.879436,1.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497683,0.0,0.0
C1orf216,14.638,16.3901,12.9489,19.6707,20.0868,19.3589,15.8374,18.3189,18.0692,4.84516,5.44653,5.37678,8.97421,8.97421,9.22304,22.3757,22.6625,23.1846
C1orf220,7.96405,8.78468,10.2855,0.0355003,0.125599,0.0594987,0.168501,0.151324,0.157081,0.046647,0.279541,0.323112,0.122948,0.122948,0.246801,0.20449,0.0769016,0.0764809
C1orf226,11.5698,15.3374,18.6056,2.55088,2.74573,2.47133,2.54788,3.24032,3.20702,0.268091,0.207641,0.348391,0.382201,0.382201,0.266514,0.653624,0.766413,1.04141
C1orf228,0.0,0.0,0.0,0.0,0.0,0.0633102,0.0,0.0,0.0,0.0,0.112014,0.0,0.0,0.0,0.0,0.0811447,0.203443,0.202246
C1orf229,62.3508,72.1996,64.8495,0.0,0.103559,0.0228901,0.0,0.0999147,0.0302453,0.161683,0.269152,0.0533237,0.162398,0.162398,0.101853,0.441887,0.29543,0.470051
C1orf233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf234,0.0,0.0,0.0,0.0,0.134111,0.0,0.0,0.168406,0.0,0.181066,0.181087,0.0,0.414921,0.414921,0.0,0.895828,1.0783,0.177975
C1orf27,4.31146,8.08104,3.04526,1.17743,1.18204,1.43101,1.30349,1.59733,1.7333,2.93783,2.94215,3.09854,2.48142,2.48142,2.86529,0.86488,0.927875,0.659777
C1orf35,16.4821,6.87696,20.0553,11.3542,12.0841,12.8487,10.8561,8.82907,9.21354,37.7011,36.8961,39.6631,31.0174,31.0174,28.9132,115.503,110.953,120.138
C1orf43,16.3128,22.96,21.9452,156.64,155.295,154.409,172.401,177.564,173.535,166.793,163.828,168.713,117.923,117.923,119.839,81.861,75.6996,81.8372
C1orf50,0.0,0.0,0.0,10.8733,9.82975,8.8756,8.23459,7.81759,7.73442,9.88592,8.83842,8.70347,7.45506,7.45506,8.65514,16.6372,19.2176,14.5626
C1orf52,23.5624,28.8804,20.3065,3.57705,3.7189,4.48924,4.16575,4.54442,4.07261,7.14628,7.06205,6.58439,5.09525,5.09525,5.55731,4.81787,5.38732,4.53124
C1orf53,0.0,0.0,0.0,3.70027,2.61064,3.92812,1.79506,2.57949,1.94408,5.78473,5.78266,6.16239,4.65734,4.65734,2.10705,3.21889,2.39148,2.13501
C1orf54,53.454,30.2452,62.4728,22.7878,25.041,20.035,30.8283,25.9483,21.6588,61.8216,69.7382,75.8843,34.5653,34.5653,45.6476,36.812,39.6111,46.5583
C1orf56,0.0,0.0,0.0,4.2881,3.37925,2.83275,3.88431,3.29146,3.74641,8.49705,9.09347,8.79637,6.01421,6.01421,5.94245,7.44709,7.30238,7.42594
C1orf61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164016,0.0,0.0621359,0.0621359,0.0,0.0,0.0,0.0
C1orf64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf68,1.62251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf74,2.37707,3.34086,2.35146,1.10787,1.07394,1.02526,0.94527,1.27887,1.10876,2.05836,1.96057,1.99051,2.12127,2.12127,1.96848,3.18059,3.59814,3.2781
C1orf87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf94,12.6983,8.66143,12.6651,17.5036,15.3533,15.5781,16.242,14.7252,16.9198,17.0668,16.6431,16.365,12.35,12.35,13.1136,9.1676,9.07475,9.67912
C1orf95,14.2658,11.0212,14.394,0.698951,0.55835,0.605001,0.654509,0.676636,0.463864,3.28273,3.42557,3.38894,3.26724,3.26724,3.40998,3.56404,3.01664,3.27891
C2,1.32963,0.623667,0.0,0.330037,0.483087,0.556206,0.395309,0.342472,0.347323,0.366644,0.653178,0.815516,0.963637,0.963637,1.47908,1.47667,1.17072,1.87188
C2-AS1,0.0,0.0,0.0,0.148314,0.299935,0.0826091,0.102671,0.276618,0.111283,0.297882,0.793949,0.293992,0.301213,0.301213,0.150595,1.13761,1.03728,0.926487
C20orf141,0.0,0.0,0.0,0.198737,0.0,0.0,0.0,0.124719,0.0,0.0,0.134168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf144,0.0,0.0,0.0,0.446693,0.677669,0.0,0.0,1.12635,0.0,0.151444,0.0,0.0,0.115395,0.115395,0.0,0.0,0.0,0.151658
C20orf166-AS1,0.991005,0.464612,0.543866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269944,0.0,0.0
C20orf173,6.98134,7.09337,8.29744,0.0,0.0,0.0,0.0,0.0267798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf194,0.0,0.154192,0.0,0.64937,0.745587,0.549786,0.808865,0.802868,0.676461,0.734498,0.766464,0.857922,0.974376,0.974376,0.748039,0.977914,0.82486,0.866316
C20orf195,34.9565,44.5794,35.4831,0.0,0.0465357,0.0,0.0630695,0.0566421,0.0684764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf196,0.723441,0.678782,6.34458,1.89612,2.61018,1.64798,3.14913,1.9088,1.75221,5.80839,4.58309,5.46635,3.80509,3.80509,3.81492,4.6419,5.76886,5.18345
C20orf197,1.04171,2.44211,2.85809,0.0,0.0,0.0,0.118184,0.0,0.409379,0.0258975,0.0,0.138335,0.0867744,0.0867744,0.0,0.0283322,0.0284128,0.084771
C20orf202,13.6058,20.2797,13.1551,0.0,0.0,0.0334667,0.0,0.0,0.0,0.0395424,0.0,0.0391067,0.0,0.0,0.0299083,0.0,0.0,0.0
C20orf203,13.0106,15.1254,10.0631,0.0,0.0,0.0205755,0.0,0.0111738,0.0,0.0,0.0361285,0.0119373,0.0,0.0,0.0,0.0399571,0.0133566,0.0132881
C20orf24,0.0,6.04215,0.0,298.965,299.74,290.577,296.394,300.01,286.211,549.927,564.663,549.366,407.018,407.018,406.029,515.822,520.294,529.741
C20orf27,0.0,0.0,0.0,53.5127,52.5655,48.9563,46.5417,44.3915,47.1988,30.1301,31.0753,31.1725,25.6188,25.6188,26.5549,87.5204,91.0278,89.9084
C20orf62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf85,2.08769,0.0,2.27181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf96,0.800037,0.0,0.876713,1.91816,2.30269,2.84466,1.87802,1.75993,2.26287,3.00522,3.35283,4.81012,2.98059,2.98059,2.50514,6.68561,7.39246,6.8358
C21orf140,0.0,0.0,0.0,0.219971,0.222407,0.122652,0.151204,0.0678978,0.0,0.0,0.0731096,0.0,0.276762,0.276762,0.110838,0.0,0.0,0.0
C21orf2,0.576278,0.0,0.0,12.0296,11.9875,10.5896,10.7396,10.689,9.18188,7.40024,6.24072,6.8925,7.94761,7.94761,7.16602,29.9539,28.1452,27.6697
C21orf33,31.9102,43.7709,36.7567,39.0364,38.8881,36.9761,34.9249,31.3221,30.6818,40.6069,41.5315,41.8377,32.8851,32.8851,31.6277,105.482,106.797,107.445
C21orf58,10.8487,9.8872,18.121,2.38864,2.40902,2.7979,2.20217,1.97358,1.97951,2.15759,1.93286,1.95786,3.1726,3.1726,3.21968,10.2538,9.89161,9.77149
C21orf59,0.0,0.0,0.0,29.3768,29.6973,28.3049,32.3945,32.5773,28.2389,107.757,107.766,106.996,66.2354,66.2354,68.6801,54.8366,58.3763,57.8733
C21orf62,6.47584,5.24109,5.49846,0.0,0.03402,0.0376193,0.0151729,0.0272592,0.0,0.0294173,0.044074,0.0,0.0110673,0.0110673,0.0555753,0.162209,0.227739,0.210369
C21orf62-AS1,0.0,0.0,0.0,0.125659,0.085711,0.0,0.0,0.0520939,0.0,0.0,0.0,0.109682,0.0423773,0.0423773,0.0,0.0,0.0,0.0
C21orf91,8.98328,9.01765,5.40782,1.43818,1.49635,1.5356,1.94353,2.07879,1.90136,0.75137,0.919458,0.932412,0.843763,0.843763,0.823416,0.165777,0.281606,0.233479
C21orf91-OT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22orf15,0.0,1.63288,0.0,0.0,0.0,0.0,0.0,0.155822,0.0,0.335721,0.167755,0.0828783,0.127125,0.127125,0.0,0.0,0.0,0.0
C22orf23,12.0838,12.0043,9.35135,3.95185,3.42818,3.51887,3.63303,3.76203,3.71162,2.46553,1.89872,1.70571,3.42244,3.42244,4.44427,6.00607,4.8723,5.75934
C22orf24,4.60176,12.9691,16.3576,0.0850262,0.0429296,0.0,0.0,0.0522504,0.0,0.0,0.0,0.111363,0.0425842,0.0425842,0.0425717,0.0,0.0,0.0
C22orf29,7.89551,6.91406,9.625,1.22991,1.20247,1.23449,1.11853,0.980588,1.15937,0.662543,0.627272,0.621868,0.95769,0.95769,0.883915,2.78318,2.44565,2.63296
C22orf31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22orf34,11.5325,19.7965,13.5998,0.720613,0.728474,1.01963,0.490401,0.948588,0.900907,5.07896,5.80338,4.76137,4.84646,4.84646,4.17106,8.53098,10.3076,7.91288
C22orf39,21.2203,27.5975,23.7168,5.68387,5.81933,6.47469,5.23765,5.16975,6.24002,9.77127,9.67839,11.1803,5.70787,5.70787,5.9754,8.15815,8.91851,8.52537
C22orf42,11.4804,14.4113,25.0098,0.0,0.0,0.0,0.0,0.0855852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22orf46,3.47543,1.95378,4.32945,1.57586,1.60183,1.34594,1.2446,1.2037,1.34133,1.32226,1.13516,1.2745,2.82694,2.82694,2.69877,4.56213,4.83202,5.56161
C2CD2,5.67697,3.48454,4.08907,14.4841,14.103,13.6442,15.2863,15.1588,15.4426,7.39469,7.4532,7.78672,8.18313,8.18313,7.85484,9.80018,10.2072,10.1675
C2CD2L,2.09313,0.326876,2.6826,3.9694,3.98531,4.24239,3.16292,3.74447,3.42175,4.6162,4.40052,4.56775,5.27058,5.27058,5.26439,9.40758,10.169,8.61791
C2CD3,4.16563,4.52945,5.17793,1.98987,2.17112,1.85907,2.19551,2.35975,2.18699,1.65517,1.50704,1.56464,1.92607,1.92607,1.97747,1.85813,1.7029,1.43592
C2CD4A,11.6271,9.61542,9.01594,0.0,0.0263129,0.0145464,0.0,0.0158243,0.0,0.0,0.0,0.0,0.0,0.0,0.0129027,0.0187946,0.0376957,0.0187482
C2CD4B,13.8889,8.43443,7.16143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2CD4C,37.6112,29.5571,30.0423,0.0,0.0,0.0161371,0.0,0.0,0.0,0.0758128,0.0,0.0187577,0.0,0.0,0.0,0.0,0.0417866,0.0207817
C2CD4D,0.0,0.0,0.0,0.0834754,0.0843861,0.0310737,0.0,0.0,0.0,0.0,0.0,0.036284,0.0553199,0.0553199,0.0277433,0.0796759,0.0,0.158871
C2CD5,3.62754,1.45675,2.27812,4.5923,4.48538,4.89625,5.42834,5.17091,4.96041,1.70195,1.74248,1.62964,2.18171,2.18171,2.12746,0.829895,1.07618,1.07062
C2orf15,27.0732,19.282,17.3783,1.3223,0.70357,0.854609,0.759749,0.639681,0.619087,0.735746,0.413442,0.954804,0.485818,0.485818,0.695804,1.09168,0.845996,0.692429
C2orf16,4.0506,4.48465,3.64375,0.0986614,0.170958,0.16545,0.114239,0.0598459,0.113966,0.119954,0.129006,0.200973,0.18737,0.18737,0.19516,0.275713,0.337932,0.224151
C2orf27A,0.0,0.0,0.0,0.164775,0.166586,0.091942,0.169034,0.202409,0.428352,0.109106,0.545022,0.269618,0.164802,0.164802,0.206441,0.117058,0.0586981,0.291618
C2orf27B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf40,27.9044,31.908,43.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf42,0.0,0.449398,0.526127,4.52018,4.07377,4.27971,3.20085,3.4716,4.15061,1.76538,2.21596,1.69966,2.42545,2.42545,2.47037,3.42379,3.53836,3.23222
C2orf44,0.0,0.0,0.0,6.16481,5.09851,5.68185,5.58656,5.44789,5.59164,3.68935,3.57971,3.93384,3.60001,3.60001,3.67597,3.65772,3.73138,3.57531
C2orf47,14.5939,15.3099,15.9869,13.6993,11.8382,14.0774,15.745,15.0437,14.6381,13.724,14.5982,15.1212,9.29868,9.29868,9.8688,6.415,5.00888,5.11571
C2orf48,1.97296,2.46776,2.16363,0.0,0.0250214,0.0829382,0.067305,0.0604446,0.109755,0.293396,0.195375,0.354728,0.663404,0.663404,0.54229,1.59753,0.996855,1.16812
C2orf49,14.239,10.5203,12.0366,3.5678,3.42425,4.00912,4.22585,4.34488,4.63027,3.77006,3.29536,3.65733,3.11048,3.11048,3.42578,1.48553,1.72321,1.96647
C2orf50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf54,27.315,26.2182,20.2045,0.0,0.0,0.0,0.0325061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf61,1.15197,0.540203,0.0,0.0,0.0,0.0,0.0833288,0.0,0.0,0.0,0.0571432,0.0283006,0.0610407,0.0610407,0.0577972,0.0,0.0,0.0
C2orf66,0.0,0.0,0.0,0.0,0.0,0.0229123,0.0,0.0,0.0302748,0.0539469,0.053883,0.0533757,0.0,0.0,0.0,0.0,0.0,0.0
C2orf68,0.0,0.0,0.898275,7.38115,7.61854,7.65778,6.80539,7.55117,7.75669,15.671,15.2694,15.6471,9.44283,9.44283,9.76001,21.8455,20.7462,21.1787
C2orf69,3.45734,4.41835,3.45319,9.61533,10.5545,9.636,10.614,10.5944,10.5429,4.44422,5.31677,4.86518,4.43165,4.43165,4.08178,2.73362,2.48109,2.15742
C2orf70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf71,12.742,13.5982,14.5431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00608184,0.00608184,0.0,0.0358296,0.044913,0.0268127
C2orf72,0.328289,2.15373,0.721316,0.187513,0.214813,0.181629,0.0846023,0.167152,0.073634,0.0,0.0163763,0.0,0.0370211,0.0370211,0.01239,0.216681,0.108647,0.0900624
C2orf73,3.90158,3.04997,3.56567,0.0,0.0247466,0.0,0.0,0.0,0.0,0.0322386,0.0,0.0956742,0.0485954,0.0485954,0.0487525,0.0,0.0,0.0
C2orf74,0.0,0.0,0.0,12.532,11.1994,12.5582,11.0845,10.8173,11.1699,21.364,19.8312,22.7425,14.7729,14.7729,16.4462,21.0477,19.7735,23.6101
C2orf76,0.0,0.0,0.0,2.1758,2.9896,2.30185,1.91799,1.72255,3.16337,2.96978,3.48691,2.8602,2.58406,2.58406,1.23727,1.65087,1.49801,2.11399
C2orf78,1.95288,3.66116,3.00259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192791,0.0,0.0,0.0147214,0.0,0.0,0.0
C2orf80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf81,0.0,0.0,0.0,1.49622,1.15536,1.32328,1.46705,1.49487,1.1351,4.12732,3.54912,3.70495,3.62406,3.62406,3.65733,12.4273,13.0918,12.6313
C2orf82,0.0,0.0,0.0,0.462498,0.0,0.513055,0.0,0.986238,0.236779,0.42403,0.424144,0.416711,0.649339,0.649339,0.0,0.206091,0.620199,1.02289
C2orf83,6.24052,2.92681,3.42242,0.0,0.0,0.0,0.0,0.0286892,0.0,0.0,0.0,0.0,0.0233194,0.0233194,0.0,0.0,0.0,0.0
C2orf88,1.76753,2.20852,2.26586,0.0881439,0.113499,0.110836,0.089432,0.120473,0.162176,0.0588758,0.19116,0.116582,0.0886175,0.0886175,0.196453,0.0324418,0.111815,0.0323632
C2orf91,11.6525,8.85443,9.34229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518799
C3,0.0,0.0,0.0,2.73443,2.33072,2.30933,1.8074,1.76882,1.90377,12.397,12.6944,12.6059,63.2159,63.2159,62.7396,93.1232,93.6347,92.4755
C3AR1,10.1991,7.7733,9.78771,3.14508,3.08224,3.27162,3.78539,3.86845,3.37039,1.45417,1.16832,0.938176,1.35798,1.35798,1.52973,1.10236,1.55462,1.75183
C3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3orf14,3.21686,3.68515,3.53348,1.41872,1.037,0.738449,1.43678,2.53481,2.0522,6.13999,7.69034,8.21941,2.94713,2.94713,4.44342,2.02404,1.88143,2.46198
C3orf17,3.19643,2.3038,6.48608,9.82143,9.62833,9.0091,8.9543,9.43519,9.8655,10.2607,9.54667,10.55,9.29699,9.29699,9.07302,8.26095,7.88494,8.128
C3orf18,0.0,0.476821,0.558106,7.31691,7.45047,6.51378,7.74083,7.79859,6.41307,5.27496,5.31704,5.57718,5.21422,5.21422,4.86,5.66357,6.27391,7.01693
