gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
HESX1,2.17,1.62,0.45,0.48,0.43,1.2,0.99,0.62,1.78,1.39,0.48,0.32,0.35,0.52,0.86,0.61
SYNDIG1,10.96,14.26,0.01,0.0,0.03,0.0,0.0,0.0,21.15,20.36,0.16,0.1,0.03,0.02,0.03,0.0
ABCA10,1.06,0.5,0.16,0.13,0.14,0.29,0.31,0.34,0.6,0.51,0.04,0.07,0.06,0.08,0.07,0.12
PMM2,14.09,9.32,15.83,16.77,16.19,12.67,12.95,12.93,7.7,6.01,8.04,7.15,6.93,12.06,12.42,13.46
SLN,27.84,2.04,0.09,0.0,0.07,0.0,0.0,0.0,0.64,3.56,0.3,0.08,0.15,0.07,0.23,0.14
IFI30,69.51,43.73,59.94,61.34,53.86,13.58,12.58,10.98,207.06,1322.86,53.67,61.08,50.29,58.48,61.51,56.33
UBA52,462.94,344.62,536.07,486.38,472.32,462.5,476.2,443.14,381.67,342.46,471.74,587.71,481.6,490.79,503.52,461.94
SV2C,1.15,1.07,0.1,0.15,0.14,0.17,0.28,0.22,0.26,0.13,0.09,0.13,0.16,0.11,0.14,0.1
EDDM13,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.07,0.06
RIPPLY1,0.39,0.07,0.0,0.07,0.0,0.05,0.05,0.0,0.25,0.0,0.05,0.0,0.0,0.04,0.0,0.0
CCNB1,68.68,29.74,88.26,85.64,83.36,98.73,97.59,93.06,17.24,3.03,35.86,39.05,33.37,95.04,95.97,98.08
DPF2,33.06,46.73,20.35,20.31,19.02,17.69,17.44,18.8,31.17,24.46,18.96,18.59,18.64,16.15,16.73,17.07
HRK,2.12,0.71,0.15,0.18,0.07,0.11,0.17,0.18,1.83,0.64,0.08,0.13,0.12,0.1,0.11,0.12
RBM10,36.77,42.05,34.89,36.91,34.52,15.08,15.74,15.77,33.99,17.77,20.13,18.5,20.16,24.99,28.09,26.75
GGTLC1,0.0,0.0,0.17,0.33,0.1,0.0,0.28,0.0,0.0,0.0,0.05,0.35,0.23,0.22,0.19,0.08
NXPH2,0.28,0.66,0.0,0.0,0.0,0.37,0.62,0.39,0.41,0.05,0.0,0.04,0.0,0.0,0.0,0.0
ZNF493,4.11,3.67,0.21,0.28,0.21,3.57,3.68,3.37,3.87,2.98,0.42,0.27,0.3,0.13,0.27,0.34
SERHL2,2.51,1.03,0.17,0.47,0.72,1.65,1.88,1.73,2.3,5.33,0.45,0.63,0.6,0.21,0.55,0.46
TNFSF13,8.86,6.07,1.41,1.58,0.99,3.0,2.95,2.53,35.87,56.86,0.95,1.33,1.51,0.93,0.91,1.05
SSC5D,2.1,0.95,11.7,13.08,11.67,4.73,5.16,5.15,0.63,1.44,34.68,30.68,32.14,13.78,13.85,13.82
PPIAL4E,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0
ZNHIT3,24.46,22.64,30.13,28.41,26.29,26.51,23.23,23.89,25.91,17.55,22.94,26.24,21.43,27.19,25.51,26.99
S1PR1,16.6,10.3,0.41,0.44,0.28,15.83,15.7,15.99,27.65,10.41,2.45,3.35,3.45,1.11,0.97,0.97
TNFRSF10C,1.41,0.64,0.94,0.85,0.95,0.96,0.57,0.82,2.96,2.9,1.38,1.98,1.91,1.28,0.98,0.89
MAP7,2.83,5.04,1.26,1.2,1.08,3.97,3.16,3.34,23.79,32.11,0.9,0.61,0.66,0.99,0.84,0.79
STARD10,9.43,5.68,2.61,1.81,1.47,5.42,5.32,4.91,18.11,6.93,3.11,3.29,2.98,1.5,1.9,1.82
HMX2,0.15,0.0,0.0,0.0,0.0,0.58,0.64,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0
NOA1,13.76,11.48,6.26,5.71,5.37,45.61,45.22,44.0,10.34,7.42,5.69,5.72,5.92,6.48,6.44,6.09
LOC107985388,0.97,1.63,0.52,0.64,0.75,0.42,0.34,0.4,0.73,0.63,0.73,0.31,0.81,0.69,0.52,0.73
LARGE2,0.63,0.0,0.0,0.0,0.0,1.25,0.66,0.75,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0
FAAP20,51.77,49.84,49.98,51.33,45.64,94.4,93.22,95.48,40.62,33.23,52.58,61.06,51.95,38.04,35.73,42.88
PHEX,0.61,0.9,2.57,2.2,2.44,0.65,0.65,0.74,0.55,0.89,1.96,1.76,1.65,1.96,1.78,1.96
MRPS21,50.37,48.04,13.47,11.09,11.7,33.24,34.96,34.74,50.98,33.76,8.46,13.71,10.18,10.87,10.95,9.99
SETBP1,3.03,1.83,1.23,1.42,1.64,2.0,2.06,2.12,2.27,0.81,2.16,1.57,1.81,1.07,0.91,1.05
AP5M1,7.75,6.54,14.7,15.19,15.28,9.26,9.06,9.0,9.79,10.7,13.28,10.68,12.47,16.95,16.59,16.63
MAML2,14.9,10.57,2.22,2.69,3.08,13.39,13.4,14.62,10.88,4.87,3.19,1.96,2.87,2.77,2.49,3.04
RCCD1,4.72,6.4,8.59,8.39,8.12,1.0,1.07,1.02,4.23,2.12,6.21,6.6,5.91,9.11,8.56,9.5
GPRIN1,8.03,5.11,5.06,5.94,5.56,3.24,2.95,3.46,3.76,2.74,3.27,3.28,3.21,3.99,4.62,4.35
IRF1,8.61,11.86,13.51,13.53,12.88,34.27,32.95,34.74,9.59,26.27,15.97,16.67,15.81,9.06,9.65,9.14
SSC4D,0.51,1.72,0.39,0.43,0.58,0.44,0.63,0.35,0.72,0.77,0.46,0.39,0.3,0.32,0.23,0.35
SUPT7L,22.0,25.78,20.84,21.05,18.71,24.57,24.1,24.59,21.74,20.28,17.93,16.08,16.2,14.51,14.22,14.64
GEN1,2.67,2.94,6.39,6.42,6.86,9.01,8.82,9.36,1.62,1.72,2.06,1.87,1.99,5.78,5.38,5.26
C20orf204,0.98,0.37,0.27,0.29,0.14,0.46,0.61,0.53,1.29,0.27,0.5,0.25,0.46,0.34,0.32,0.16
WDR60,8.11,22.48,14.0,14.69,13.89,9.41,10.22,10.37,11.87,9.85,21.19,22.84,20.41,15.47,15.64,15.61
MON1B,14.22,12.69,15.76,16.29,17.53,8.84,9.39,9.45,13.49,12.35,20.13,16.98,18.83,18.36,19.3,19.42
HLA-C,774.62,454.69,134.1,138.65,126.79,120.32,124.0,117.29,575.04,905.0,240.84,279.4,252.04,135.64,142.04,146.04
STRIP1,24.75,25.83,8.66,9.4,9.52,11.9,12.08,11.79,23.33,9.91,7.14,7.48,6.83,8.47,7.22,8.86
CIDEA,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.1,0.05,0.0,0.0,0.0
RNF181,76.66,49.26,91.48,86.51,84.85,85.87,82.08,80.48,79.38,104.86,102.18,129.56,105.81,65.37,69.6,61.4
ARL14EP,9.72,6.92,8.14,6.9,7.85,7.9,8.15,8.73,10.15,6.84,5.45,5.89,5.19,7.24,7.7,7.55
PCDHA3,3.89,4.57,0.0,0.0,0.0,0.02,0.0,0.02,0.89,1.13,0.0,0.0,0.0,0.0,0.0,0.0
POLR2B,33.94,31.73,22.05,20.49,20.97,103.84,102.31,101.84,21.34,14.17,18.53,16.34,16.55,24.05,22.6,23.23
TBC1D32,0.93,1.73,1.59,1.45,1.82,2.45,2.81,2.88,1.28,1.34,1.88,1.83,1.61,2.03,1.99,2.19
ENDOV,5.96,7.44,5.97,6.73,5.65,3.76,4.64,3.35,4.98,3.98,9.66,9.82,9.91,5.61,5.7,5.61
SMIM8,2.93,2.82,2.74,1.92,1.93,3.4,3.32,3.11,3.16,1.84,2.12,2.36,2.38,2.82,3.48,2.67
SEMA7A,27.31,7.84,74.58,79.23,78.43,2.25,2.47,2.21,14.28,47.19,29.03,25.64,30.45,58.45,62.06,61.05
RHO,0.13,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS8,0.04,0.04,0.03,0.0,0.03,0.11,0.11,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
WDFY1,16.64,12.73,19.37,19.38,21.01,25.91,24.63,25.04,13.97,12.27,24.27,20.3,24.59,23.26,21.87,22.79
NOL7,53.07,47.03,44.75,44.97,44.32,41.58,43.14,40.67,29.88,33.46,29.4,34.85,29.36,40.95,42.93,42.8
CLEC4C,0.0,0.0,0.16,0.08,0.13,0.17,0.34,0.24,0.0,0.0,0.13,0.06,0.09,0.09,0.05,0.13
EMC3,30.33,29.67,43.68,48.11,47.05,50.56,47.51,44.5,31.36,39.73,40.22,45.27,37.69,42.78,44.72,46.53
SUPT5H,49.87,46.91,29.13,31.42,28.83,32.01,34.59,33.46,48.3,31.12,31.62,30.05,33.12,25.59,26.17,26.45
GP1BB,33.4,13.75,1.03,0.81,1.02,2.41,1.92,3.05,29.92,2.0,1.12,1.03,0.84,0.11,0.23,0.38
RIC8B,6.43,9.63,2.67,2.49,2.38,6.91,7.64,6.98,5.0,5.18,2.93,2.48,3.01,2.55,2.35,2.67
NTHL1,12.5,19.21,6.92,6.87,6.03,10.43,10.26,10.24,12.81,6.88,6.32,7.08,5.63,4.54,5.7,5.12
MAMSTR,1.05,1.46,7.15,7.91,7.08,2.32,2.4,1.6,1.89,0.99,8.53,9.27,7.27,5.79,6.41,7.33
CCDC96,0.24,2.89,0.67,0.7,0.89,0.39,0.54,0.37,1.32,0.84,1.07,0.92,0.73,0.86,0.6,0.73
FZD10,0.3,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.17,0.0,0.0,0.0,0.0,0.0,0.0
SEC16B,0.45,3.12,1.73,1.7,2.18,0.32,0.14,0.25,1.07,0.23,2.96,2.64,3.05,1.82,1.68,1.64
IDH2,95.73,82.17,38.12,38.89,36.7,22.19,22.96,20.64,78.67,63.94,46.76,46.58,47.01,60.67,64.72,62.14
HIST1H2AE,13.67,1.42,1.12,0.66,1.03,0.0,0.2,0.2,13.95,2.48,0.1,0.3,0.29,0.77,0.5,0.66
EGLN2,37.0,33.9,32.86,32.15,32.47,25.59,25.6,25.4,35.36,30.85,22.54,23.23,24.41,28.28,29.54,29.16
2022-09-06 00:00:00,32.7,7.98,0.0,0.02,0.0,13.76,12.9,13.3,11.91,8.95,0.06,0.05,0.08,0.04,0.0,0.05
EMC4,81.38,85.66,92.84,85.52,84.92,60.84,61.96,57.75,76.61,68.18,79.92,100.57,76.11,88.55,83.96,85.92
DKK2,0.23,0.15,0.0,0.0,0.0,0.07,0.1,0.06,0.26,0.3,0.0,0.0,0.0,0.0,0.0,0.0
MINOS1-NBL1,0.5,0.0,4.42,5.65,4.95,3.58,3.38,3.48,0.75,0.0,2.85,1.24,1.13,4.49,3.59,4.99
CFAP54,0.03,0.97,0.19,0.3,0.25,0.07,0.1,0.09,0.13,0.37,0.31,0.33,0.32,0.25,0.24,0.26
PPP1R3D,2.52,2.79,0.95,1.04,1.01,1.86,2.12,2.58,4.99,3.69,1.22,1.25,1.17,1.07,1.2,1.01
MSANTD3,17.97,14.72,88.35,85.18,87.57,18.76,17.51,19.2,13.38,12.95,71.28,73.65,68.53,79.33,74.8,80.97
DOP1A,3.19,4.03,0.88,0.83,0.78,4.51,4.34,3.95,3.86,5.07,1.19,1.12,1.37,1.13,1.39,1.27
ISYNA1,29.66,23.6,0.82,0.7,1.04,2.63,3.17,2.67,19.14,5.15,1.14,2.13,1.71,0.58,0.76,0.87
GLRA3,0.24,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0
METTL2B,8.73,16.41,20.16,20.7,21.0,14.17,15.71,15.92,6.36,6.18,10.37,8.03,10.69,14.85,14.79,15.05
SLC16A11,0.25,0.36,0.03,0.04,0.06,0.08,0.04,0.09,1.07,0.55,0.17,0.24,0.16,0.0,0.09,0.16
DCAF8,30.14,42.05,18.87,19.49,19.25,26.04,27.35,25.84,40.43,25.88,20.22,21.32,21.1,17.63,17.93,18.9
LRRC56,0.54,1.4,0.27,0.27,0.32,0.33,0.19,0.3,0.89,0.38,0.46,0.55,0.82,0.17,0.13,0.18
EED,5.13,7.04,7.31,7.34,7.26,10.42,10.21,9.6,5.2,5.68,4.25,5.27,4.33,5.87,6.49,5.64
DSTYK,4.16,6.2,3.16,3.34,3.36,6.09,6.06,6.52,6.45,6.03,3.49,3.24,3.39,3.5,3.71,3.84
TMEM127,29.81,20.3,22.1,21.94,22.55,21.33,21.64,23.32,18.71,24.49,23.43,19.93,23.07,17.78,18.44,17.99
POLH,5.84,7.52,7.48,8.04,7.8,12.68,12.13,12.96,4.21,3.23,5.69,4.37,5.93,7.57,7.75,6.75
BHLHB9,5.14,3.1,0.54,0.53,0.42,1.14,0.76,1.29,3.5,1.5,1.1,0.95,0.36,0.74,0.61,0.65
ATL1,15.07,8.96,5.48,5.34,4.67,2.74,2.52,2.69,14.92,11.88,4.94,5.02,5.08,4.97,5.17,4.9
CASP4,12.77,18.68,30.72,26.49,28.09,23.81,22.85,19.12,12.46,33.34,15.29,14.85,13.12,16.68,16.89,15.13
WDR1,74.14,96.98,183.69,183.06,183.1,97.16,99.2,100.35,75.53,78.57,197.37,200.77,201.76,163.53,162.29,167.32
HR,9.53,2.8,0.02,0.06,0.05,11.12,11.73,11.61,12.03,3.09,1.7,1.7,1.98,0.12,0.11,0.16
LOC105369201,0.17,0.64,0.03,0.02,0.04,0.07,0.04,0.1,1.1,3.08,0.01,0.07,0.01,0.01,0.07,0.01
MAGIX,1.11,0.96,0.65,0.81,0.85,0.23,0.34,0.55,1.71,1.75,1.24,1.12,1.47,0.9,0.74,0.93
CHMP4A,21.96,12.27,9.56,8.73,9.86,12.67,11.3,10.02,24.29,31.57,8.23,11.19,7.92,8.07,7.52,7.47
ZFPM2,4.15,0.72,0.92,1.27,1.31,0.69,0.68,0.53,2.22,0.33,0.81,0.68,0.68,0.75,0.66,0.64
ZNF671,8.78,8.29,0.0,0.0,0.0,3.95,4.19,4.21,7.99,4.64,0.0,0.07,0.05,0.02,0.02,0.0
TET3,7.81,6.32,1.77,2.15,2.28,2.79,2.63,3.03,6.13,4.2,2.56,1.63,2.5,1.63,1.64,1.55
SERPINB1,15.0,13.43,16.54,15.73,14.95,0.23,0.5,0.61,22.24,45.15,17.98,19.68,16.25,14.72,14.61,13.81
LOC105373750,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
ACOX1,9.99,10.78,3.69,3.52,3.73,12.02,11.16,12.06,10.57,7.3,3.66,3.33,3.74,3.52,3.58,3.55
EEF1AKMT1,7.11,20.59,5.09,4.75,5.04,1.14,1.34,1.19,14.6,7.84,3.79,3.74,2.98,4.16,4.66,4.42
POLR1E,11.82,19.47,15.68,16.89,18.11,16.22,14.68,15.99,9.96,7.33,4.76,4.74,4.68,9.99,10.82,11.73
RGS5,38.91,7.87,0.63,0.51,0.58,0.47,0.49,0.42,37.73,1.22,0.56,0.49,0.56,0.57,0.49,0.67
COLCA1,0.25,0.03,0.22,0.3,0.33,0.28,0.23,0.32,0.71,0.13,0.31,0.3,0.28,0.36,0.26,0.27
ALK,0.79,2.87,0.07,0.06,0.04,0.02,0.01,0.04,0.48,2.03,0.1,0.06,0.09,0.04,0.12,0.1
IFIT1,6.26,8.19,6.24,6.37,6.66,118.97,115.11,115.65,8.95,13.65,20.11,21.8,18.63,8.29,8.15,8.5
IRF9,51.9,38.28,5.7,6.05,6.27,18.73,17.66,18.65,52.64,70.28,8.75,10.25,9.0,6.98,6.89,5.73
G6PC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.04,0.0,0.0,0.02,0.0
FAHD2B,7.7,15.78,0.99,1.57,0.75,9.03,10.12,9.81,19.56,21.15,1.27,1.04,1.5,0.81,0.76,0.7
ATP5PB,63.13,48.21,69.21,64.83,65.49,61.86,61.07,64.63,54.84,49.15,62.5,72.59,59.12,67.52,67.22,64.97
ARHGEF16,0.36,0.15,0.0,0.0,0.0,0.56,0.65,0.71,1.88,1.24,0.0,0.0,0.0,0.03,0.0,0.03
NR2F1,60.16,134.21,6.78,7.0,6.81,84.0,89.28,86.26,41.39,12.31,9.15,9.81,7.88,5.63,6.64,5.54
NAP1L2,8.27,5.0,0.09,0.1,0.08,0.16,0.29,0.29,5.78,3.11,0.0,0.0,0.0,0.02,0.0,0.0
ZNF787,13.64,15.96,25.29,27.31,28.46,19.68,18.15,17.96,13.48,10.74,17.32,18.16,16.24,19.85,19.41,23.24
YBEY,30.54,28.16,16.82,15.85,15.97,8.43,8.93,8.21,31.98,30.97,11.55,13.34,10.93,14.1,13.47,12.59
RHOJ,21.89,24.29,0.06,0.12,0.05,15.52,14.55,14.65,15.41,5.45,0.11,0.21,0.14,0.16,0.24,0.23
HIST2H3A,4.27,0.18,0.77,0.95,0.51,0.11,0.17,0.06,1.03,0.18,0.16,0.22,0.47,0.16,0.19,0.39
TMEM204,41.36,6.28,0.0,0.06,0.06,0.06,0.07,0.03,30.15,2.74,0.03,0.0,0.0,0.09,0.07,0.06
ERCC6L,1.36,1.14,8.28,8.89,9.12,7.06,7.01,6.95,0.48,0.19,2.55,2.13,2.26,8.17,8.18,8.39
ATP5F1D,91.3,126.65,130.87,132.54,125.88,105.35,117.21,113.12,131.1,67.81,134.83,170.76,150.46,99.77,110.1,105.97
C18orf25,6.04,6.13,3.17,3.38,3.35,3.65,3.49,3.64,6.17,4.31,3.67,2.99,3.13,4.29,4.21,4.16
AREL1,23.08,7.84,17.84,18.46,19.56,14.19,13.37,14.3,12.33,8.73,16.18,13.38,15.72,17.2,16.77,17.1
SKIL,10.71,7.48,4.41,5.08,6.22,13.06,13.72,12.75,7.64,8.95,3.05,2.52,3.41,3.95,4.73,4.02
FBXL15,11.42,10.53,9.51,10.45,8.56,15.43,15.13,14.75,19.91,15.93,16.56,17.53,16.52,8.73,9.39,9.51
SWI5,17.36,13.63,41.63,39.53,35.25,12.58,13.69,14.14,16.91,16.98,28.15,34.97,28.07,27.69,32.09,32.02
FIBCD1,0.41,0.02,1.45,1.47,1.14,11.02,10.87,11.32,0.46,0.39,5.32,4.83,5.23,2.5,2.41,2.27
CDPF1,5.58,5.97,4.76,4.95,3.95,4.63,3.89,4.15,9.83,6.96,4.46,4.95,4.94,4.63,5.04,5.07
TTLL3,2.63,5.95,1.05,1.53,1.42,4.17,5.07,4.23,2.3,1.92,2.4,1.64,2.0,1.15,1.2,1.64
LOC107984562,0.13,2.01,1.06,1.26,0.69,0.74,1.24,1.72,0.22,0.09,1.04,1.43,0.92,0.74,0.65,1.16
MOB3B,3.87,8.33,0.01,0.01,0.0,0.12,0.16,0.08,9.22,10.23,0.0,0.0,0.01,0.01,0.0,0.0
EMC9,18.36,6.45,12.15,11.63,9.52,15.14,16.69,15.79,15.36,7.64,9.85,13.54,13.68,10.32,10.14,10.06
HSD3B1,0.0,0.0,0.0,0.03,0.0,1.0,1.0,0.86,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDS5B,5.91,8.17,5.34,5.88,6.09,6.73,7.22,7.04,5.13,5.08,4.64,3.55,4.39,6.59,6.39,5.95
TRIM67,5.68,0.25,0.14,0.09,0.09,0.01,0.07,0.1,2.26,0.06,0.0,0.09,0.04,0.05,0.0,0.07
FAM86C1,9.34,7.37,19.68,19.54,18.62,3.92,4.14,3.68,8.04,3.85,10.44,12.82,9.95,13.19,13.44,12.58
PCDHGB6,3.6,1.59,0.0,0.03,0.0,0.3,0.34,0.37,1.92,1.96,0.06,0.0,0.0,0.0,0.06,0.03
NKAPD1,17.12,7.59,6.61,6.29,6.07,12.63,11.61,11.88,11.26,10.91,5.48,5.89,5.18,7.31,6.79,6.58
HSPA8,771.17,644.47,991.75,961.28,977.75,604.19,590.72,576.65,416.76,556.33,452.98,472.39,455.45,955.61,958.55,937.7
MRPS18B,27.81,26.04,32.31,32.05,29.39,22.62,22.61,22.21,37.37,33.94,18.34,21.21,17.49,23.93,24.6,24.88
APCDD1L,0.02,0.02,1.45,1.45,1.36,0.43,0.71,0.66,0.02,0.28,4.53,4.06,3.99,1.52,1.44,1.5
GREM2,0.02,1.57,0.03,0.12,0.11,0.0,0.0,0.04,0.8,0.03,0.15,0.04,0.03,0.01,0.05,0.02
DDX42,47.34,49.57,31.74,31.06,32.71,54.38,53.8,53.57,52.32,30.63,24.1,21.89,24.32,31.18,29.56,30.28
HIST1H3I,0.4,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSKU,14.82,17.85,9.55,10.23,10.01,19.1,18.4,20.08,8.96,4.77,12.77,12.09,13.34,9.66,9.12,9.16
WHRN,5.37,16.88,0.38,0.45,0.46,8.9,9.7,9.48,11.57,21.81,2.38,2.41,2.26,0.7,0.88,0.82
LOC101928592,0.95,1.0,0.0,0.0,0.0,0.65,0.8,0.56,0.83,0.13,0.0,0.0,0.0,0.0,0.0,0.0
LOC102724219,0.4,3.34,2.66,2.29,2.58,0.75,1.35,0.85,1.19,1.93,0.6,0.28,0.94,1.21,2.52,0.7
FAM216B,0.0,0.36,0.16,0.3,0.26,0.0,0.01,0.0,0.0,0.02,0.22,0.1,0.26,0.2,0.24,0.13
C19orf38,1.71,2.16,0.13,0.17,0.17,0.35,0.18,0.35,1.68,6.25,0.31,0.23,0.26,0.17,0.14,0.11
BIRC2,21.15,18.49,17.03,15.27,16.93,29.92,30.18,28.35,17.24,30.32,14.62,15.55,14.9,22.6,22.97,23.12
UBFD1,27.92,24.5,21.57,21.2,24.16,16.75,17.02,16.43,15.4,7.46,16.76,13.69,17.05,26.28,26.64,25.91
FAM3D,0.51,0.23,0.0,0.0,0.0,0.0,0.05,0.05,0.65,0.35,0.0,0.0,0.0,0.0,0.0,0.0
CUTA,54.71,93.99,108.88,111.25,95.13,121.58,121.1,109.67,64.41,82.59,101.43,123.76,101.01,90.17,88.24,89.18
HIST1H2BG,11.63,0.44,0.58,0.24,0.12,0.0,0.38,0.25,4.97,2.17,0.25,0.26,0.38,0.49,0.52,0.0
NUS1,12.52,15.35,25.52,24.52,25.85,29.38,27.91,28.03,9.8,13.49,17.05,16.83,17.22,31.34,28.65,30.11
RASIP1,5.07,3.02,0.22,0.24,0.24,0.58,0.84,0.59,7.15,1.17,0.13,0.14,0.2,0.21,0.21,0.19
PCBP3,1.55,3.51,8.31,9.29,7.35,0.21,0.3,0.31,6.43,5.09,14.68,15.34,15.0,4.87,5.45,5.97
YOD1,2.72,2.28,2.21,2.21,2.46,4.89,4.99,5.37,2.09,3.36,2.01,1.69,2.05,2.92,2.81,3.18
NFRKB,12.04,15.46,3.95,3.88,4.5,13.97,14.7,14.51,6.93,4.22,4.27,2.86,4.21,4.17,4.21,4.66
KIF16B,2.76,2.88,2.27,2.79,2.98,1.91,1.5,1.63,4.48,6.51,3.68,3.02,3.9,3.6,3.34,3.66
IPO5,23.02,39.05,46.69,44.69,46.75,22.84,21.07,21.63,21.6,20.85,22.03,19.17,21.35,45.24,46.18,46.11
POLR1A,8.67,8.68,7.01,7.08,7.97,4.91,4.5,4.97,6.25,3.22,3.72,2.67,3.66,4.45,4.85,4.89
PDGFB,26.09,8.99,0.02,0.02,0.0,0.72,0.97,0.84,24.34,6.24,0.02,0.02,0.06,0.02,0.0,0.0
CTAGE9,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
CAMKK1,3.38,9.24,7.16,6.49,6.31,2.41,1.96,2.09,14.51,2.73,9.96,9.03,10.79,5.31,5.4,6.01
EFNA3,1.78,4.73,2.34,2.59,2.69,7.27,8.18,7.4,2.95,2.31,5.96,6.57,6.43,2.63,2.98,2.95
DOCK11,3.72,2.2,7.11,7.16,8.47,4.3,3.9,4.14,2.55,6.33,7.95,5.78,7.25,8.26,7.62,7.48
NME5,1.9,11.2,2.27,1.72,1.44,0.09,0.1,0.14,5.26,3.63,1.78,2.24,1.21,2.37,1.82,2.31
APOPT1,18.47,8.8,39.88,39.08,39.18,21.26,20.81,20.2,17.78,12.2,38.92,43.7,36.81,45.54,43.41,42.09
PROCA1,4.18,6.07,1.13,1.22,1.0,1.61,2.01,1.55,3.91,3.35,0.97,1.32,1.18,1.19,1.43,1.67
LYSMD3,4.02,3.58,7.34,6.51,7.32,21.04,20.67,20.66,3.7,6.91,9.5,7.96,9.66,11.46,11.38,12.27
DCXR,39.9,43.88,24.73,24.67,21.42,132.2,138.78,125.84,51.18,30.99,19.16,25.72,19.93,18.91,20.16,20.36
CSPG4,72.2,29.11,15.61,17.64,19.46,0.42,0.37,0.51,37.03,3.0,15.22,9.98,15.24,17.36,18.62,19.4
MINDY4B,0.0,0.59,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
PLXNA2,17.28,6.43,0.99,1.34,1.57,1.51,1.43,1.46,6.89,1.8,4.28,2.9,4.92,1.25,1.42,1.23
ZSCAN21,8.29,15.49,2.64,2.74,2.85,6.19,5.92,6.41,8.84,5.31,3.32,3.32,2.52,2.37,2.57,3.0
ENTPD1,15.56,7.46,3.74,3.81,3.9,3.4,4.63,3.83,11.49,11.7,2.58,1.73,2.22,3.79,3.63,3.45
MAST2,11.71,15.85,36.42,40.35,39.04,28.79,29.19,29.42,14.16,12.73,28.1,22.6,27.73,30.39,31.66,32.15
BUB1B-PAK6,0.41,0.1,1.52,1.27,1.39,1.06,1.11,0.84,2.47,0.45,1.61,1.72,1.61,1.2,0.97,0.75
ATP5MD,135.68,66.23,95.91,93.41,97.86,112.51,127.54,103.03,133.85,94.34,84.24,110.16,105.91,103.34,101.52,86.15
KNSTRN,19.53,12.84,34.22,31.45,33.64,26.42,28.01,25.99,11.84,4.08,13.61,16.82,14.53,35.29,34.89,33.64
CHST7,6.89,4.99,8.07,9.23,8.61,2.75,2.49,2.86,5.48,2.69,10.64,10.5,11.15,6.96,9.1,8.29
PCGF6,3.8,3.89,5.4,5.59,6.31,5.75,5.78,5.92,4.3,3.2,2.9,3.04,2.99,5.27,4.91,4.92
TRIM37,20.32,23.15,13.74,14.14,14.7,27.46,26.21,27.95,16.34,6.93,12.41,11.36,11.39,16.03,15.96,15.73
LAMB3,0.38,7.28,6.91,7.19,7.29,11.96,11.32,10.88,0.91,2.89,28.13,24.35,28.59,11.79,12.16,12.22
CILP2,0.35,0.03,0.21,0.1,0.08,0.11,0.11,0.2,0.15,0.1,0.07,0.06,0.02,0.11,0.04,0.05
ZNF433,3.01,3.07,0.1,0.11,0.04,2.17,2.44,1.97,3.21,1.57,0.08,0.08,0.09,0.08,0.1,0.12
PLD3,181.16,168.11,66.84,67.97,64.81,83.49,82.46,86.86,196.43,219.68,105.01,118.65,108.86,57.14,61.78,61.23
ZNF90,2.15,1.41,0.17,0.15,0.14,3.3,3.47,3.37,0.65,0.9,0.15,0.33,0.2,0.05,0.09,0.12
SZT2,6.79,6.44,4.95,5.18,6.04,6.71,6.76,7.11,6.99,4.72,7.43,4.84,7.61,5.25,5.39,5.67
CCDC84,17.99,20.52,18.7,18.45,15.48,17.51,17.25,19.24,24.67,13.2,17.98,28.21,17.59,11.17,12.48,13.72
USF2,90.02,112.51,71.66,72.6,68.28,67.29,68.06,67.16,139.33,99.96,80.66,92.99,80.88,58.15,54.83,58.34
DCDC2,0.53,0.88,0.05,0.04,0.0,0.1,0.14,0.12,0.17,0.48,0.02,0.06,0.03,0.09,0.1,0.07
